NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002155,We climbed Mount Taishan during our trip.,旅行时我们爬了泰山。,model-curated,third-party-learner-content-v1
KV002156,Mountain climbing can be hard work.,登山可能很辛苦。,model-curated,third-party-learner-content-v1
KV002157,We watched a movie after dinner.,晚饭后我们看了一部电影。,model-curated,third-party-learner-content-v1
KV002158,We met outside the movie theater.,我们在电影院外面见面。,model-curated,third-party-learner-content-v1
KV002159,Mr Brown is our new teacher.,布朗先生是我们的新老师。,model-curated,third-party-learner-content-v1
KV002160,There is too much sugar in this drink.,这杯饮料里糖太多了。,model-curated,third-party-learner-content-v1
KV002161,There is mud on my shoes.,我的鞋上有泥。,model-curated,third-party-learner-content-v1
KV002162,Mum is making dinner now.,妈妈现在正在做晚饭。,model-curated,third-party-learner-content-v1
KV002163,Munich is a city in Germany.,慕尼黑是德国的一座城市。,model-curated,third-party-learner-content-v1
KV002164,I found a mushroom under the tree.,我在树下发现了一朵蘑菇。,model-curated,third-party-learner-content-v1
KV002165,We added mushrooms to the soup.,我们在汤里加了蘑菇。,model-curated,third-party-learner-content-v1
KV002166,We sing songs in music class.,我们在音乐课上唱歌。,model-curated,third-party-learner-content-v1
KV002167,The piano is in the music room.,钢琴在音乐教室里。,model-curated,third-party-learner-content-v1
KV002168,The musician played the violin beautifully.,音乐家优美地演奏了小提琴。,model-curated,third-party-learner-content-v1
KV002169,You must wear a seat belt.,你必须系安全带。,model-curated,third-party-learner-content-v1
KV002170,I broke a nail while opening the box.,我打开箱子时弄断了一根指甲。,model-curated,third-party-learner-content-v1
KV002171,Please wear your name tag today.,今天请戴好姓名牌。,model-curated,third-party-learner-content-v1
KV002172,The national flag flies above the school.,国旗在学校上方飘扬。,model-curated,third-party-learner-content-v1
KV002173,We learned about Native American history.,我们学习了美洲原住民的历史。,model-curated,third-party-learner-content-v1
KV002174,This juice has a natural orange taste.,这杯果汁有天然的橙子味。,model-curated,third-party-learner-content-v1
KV002175,The naughty puppy stole my sock.,那只淘气的小狗叼走了我的袜子。,model-curated,third-party-learner-content-v1
KV002176,There is a small shop nearby.,附近有一家小商店。,model-curated,third-party-learner-content-v1
KV002177,We are nearly at the station.,我们快到车站了。,model-curated,third-party-learner-content-v1
KV002178,The giraffe has a long neck.,长颈鹿有很长的脖子。,model-curated,third-party-learner-content-v1
KV002179,She wore a silver necklace.,她戴着一条银项链。,model-curated,third-party-learner-content-v1
KV002180,Our neighbour has a friendly dog.,我们的邻居有一只友善的狗。,model-curated,third-party-learner-content-v1
KV002181,Neither answer is correct.,两个答案都不正确。,model-curated,third-party-learner-content-v1
KV002182,My nephew is six years old.,我的侄子六岁了。,model-curated,third-party-learner-content-v1
KV002183,I feel nervous before a test.,考试前我会感到紧张。,model-curated,third-party-learner-content-v1
KV002184,People tell stories about Nessie in Loch Ness.,人们讲述尼斯湖水怪Nessie的故事。,model-curated,third-party-learner-content-v1
KV002185,A bird built a nest in the tree.,一只鸟在树上筑了巢。,model-curated,third-party-learner-content-v1
KV002186,The fisherman pulled the net from the water.,渔夫把网从水里拉了上来。,model-curated,third-party-learner-content-v1
KV002187,Sydney is in New South Wales.,悉尼在新南威尔士州。,model-curated,third-party-learner-content-v1
KV002188,New York is a large city in the United States.,纽约是美国的一座大城市。,model-curated,third-party-learner-content-v1
KV002189,I heard the good news this morning.,我今天早上听到了这个好消息。,model-curated,third-party-learner-content-v1
KV002190,Who is next in line?,队伍里下一个是谁？,model-curated,third-party-learner-content-v1
KV002191,I will do better next time.,我下次会做得更好。,model-curated,third-party-learner-content-v1
KV002192,We will visit Grandma next week.,我们下周去看奶奶。,model-curated,third-party-learner-content-v1
KV002193,My niece likes drawing animals.,我的侄女喜欢画动物。,model-curated,third-party-learner-content-v1
KV002194,There are nineteen chairs in the room.,房间里有十九把椅子。,model-curated,third-party-learner-content-v1
KV002195,Today is his nineteenth birthday.,今天是他十九岁生日。,model-curated,third-party-learner-content-v1
