NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002251,The bank is opposite the school.,银行在学校对面。,model-curated,third-party-learner-content-v1
KV002252,We picked apples in the orchard.,我们在果园里摘苹果。,model-curated,third-party-learner-content-v1
KV002253,Put the pictures in the right order.,把这些图片按正确顺序排好。,model-curated,third-party-learner-content-v1
KV002254,An ostrich can run very fast.,鸵鸟能跑得很快。,model-curated,third-party-learner-content-v1
KV002255,Ottawa is the capital of Canada.,渥太华是加拿大的首都。,model-curated,third-party-learner-content-v1
KV002256,Please go out through this door.,请从这扇门出去。,model-curated,third-party-learner-content-v1
KV002257,Football is an outdoor sport.,足球是一项户外运动。,model-curated,third-party-learner-content-v1
KV002258,We spent the afternoon outdoors.,我们下午在户外度过。,model-curated,third-party-learner-content-v1
KV002259,She is friendly and outgoing.,她友善又开朗。,model-curated,third-party-learner-content-v1
KV002260,Our class went on an outing to the zoo.,我们班去动物园郊游了。,model-curated,third-party-learner-content-v1
KV002261,The children are waiting outside.,孩子们正在外面等。,model-curated,third-party-learner-content-v1
KV002262,A plane flew over the city.,一架飞机从城市上空飞过。,model-curated,third-party-learner-content-v1
KV002263,Please come over here.,请到这边来。,model-curated,third-party-learner-content-v1
KV002264,My bag is over there.,我的包在那边。,model-curated,third-party-learner-content-v1
KV002265,An owl was sitting in the tree.,一只猫头鹰停在树上。,model-curated,third-party-learner-content-v1
KV002266,The farmer used an ox to pull the cart.,农民用一头牛拉车。,model-curated,third-party-learner-content-v1
KV002267,Oxford is a famous city in England.,牛津是英格兰的一座著名城市。,model-curated,third-party-learner-content-v1
KV002268,I need to pack my bag for the trip.,我需要为旅行收拾行李。,model-curated,third-party-learner-content-v1
KV002269,I bought a packet of biscuits.,我买了一包饼干。,model-curated,third-party-learner-content-v1
KV002270,Wear a knee pad when you skate.,滑冰时要戴护膝。,model-curated,third-party-learner-content-v1
KV002271,Turn to page twenty.,翻到第二十页。,model-curated,third-party-learner-content-v1
KV002272,I felt a sharp pain in my leg.,我的腿突然感到一阵疼痛。,model-curated,third-party-learner-content-v1
KV002273,Wash the paintbrush after you use it.,画笔用完后要洗干净。,model-curated,third-party-learner-content-v1
KV002274,The painter is painting the wall white.,油漆工正在把墙刷成白色。,model-curated,third-party-learner-content-v1
KV002275,This painting shows a quiet village.,这幅画画的是一个安静的村庄。,model-curated,third-party-learner-content-v1
KV002276,The king lives in a beautiful palace.,国王住在一座美丽的宫殿里。,model-curated,third-party-learner-content-v1
KV002277,We visited the Palace Museum in Beijing.,我们参观了北京的故宫博物院。,model-curated,third-party-learner-content-v1
KV002278,Heat the soup in a small pan.,用一个小平底锅把汤加热。,model-curated,third-party-learner-content-v1
KV002279,I ate a pancake with honey.,我吃了一个加蜂蜜的煎饼。,model-curated,third-party-learner-content-v1
KV002280,These pants are too long for me.,这条裤子对我来说太长了。,model-curated,third-party-learner-content-v1
KV002281,Papa Westray is a small island in Scotland.,帕帕韦斯特雷是苏格兰的一座小岛。,model-curated,third-party-learner-content-v1
KV002282,Use a paper clip to hold the pages together.,用回形针把这些纸夹在一起。,model-curated,third-party-learner-content-v1
KV002283,We made a paper cutting for the window.,我们做了一幅窗花剪纸。,model-curated,third-party-learner-content-v1
KV002284,We watched the festival parade in the street.,我们在街上观看了节日游行。,model-curated,third-party-learner-content-v1
KV002285,My parents came to school for Parents' Day.,我的父母在家长日来学校了。,model-curated,third-party-learner-content-v1
KV002286,There is no parking in front of the gate.,大门前禁止停车。,model-curated,third-party-learner-content-v1
KV002287,The parrot can say a few words.,这只鹦鹉会说几个词。,model-curated,third-party-learner-content-v1
KV002288,This is my favorite part of the story.,这是故事中我最喜欢的部分。,model-curated,third-party-learner-content-v1
KV002289,Many students participate in the sports day.,许多学生参加运动会。,model-curated,third-party-learner-content-v1
KV002290,Work with your partner on this activity.,和你的搭档一起完成这个活动。,model-curated,third-party-learner-content-v1
KV002291,Every passenger needs a ticket.,每位乘客都需要一张票。,model-curated,third-party-learner-content-v1
KV002292,Keep your passport in a safe place.,把护照放在安全的地方。,model-curated,third-party-learner-content-v1
KV002293,Do not tell anyone your password.,不要把密码告诉任何人。,model-curated,third-party-learner-content-v1
KV002294,It is ten past three.,现在是三点十分。,model-curated,third-party-learner-content-v1
KV002295,People travelled more slowly in the past.,过去人们旅行得更慢。,model-curated,third-party-learner-content-v1
KV002296,We walked past the old school.,我们走过了那所老学校。,model-curated,third-party-learner-content-v1
KV002297,She gave the dog a gentle pat.,她轻轻拍了拍那只狗。,model-curated,third-party-learner-content-v1
KV002298,Follow this path to the lake.,沿着这条小路走到湖边。,model-curated,third-party-learner-content-v1
KV002299,Please be patient and wait your turn.,请耐心一点等轮到你。,model-curated,third-party-learner-content-v1
KV002300,Walk on the pavement beside the road.,沿着路边的人行道走。,model-curated,third-party-learner-content-v1
KV002301,I will pay for the tickets.,我来付这些票的钱。,model-curated,third-party-learner-content-v1
KV002302,Please pay attention to the road.,请注意路况。,model-curated,third-party-learner-content-v1
KV002303,We play basketball in PE class.,我们在体育课上打篮球。,model-curated,third-party-learner-content-v1
KV002304,There is one pea on my plate.,我的盘子里有一颗豌豆。,model-curated,third-party-learner-content-v1
KV002305,We all hope for peace.,我们都希望和平。,model-curated,third-party-learner-content-v1
KV002306,This peach is sweet and soft.,这个桃子又甜又软。,model-curated,third-party-learner-content-v1
KV002307,The peacock opened its colorful tail.,孔雀展开了它多彩的尾巴。,model-curated,third-party-learner-content-v1
KV002308,My pen friend lives in Canada.,我的笔友住在加拿大。,model-curated,third-party-learner-content-v1
KV002309,I keep my pencils in a pen holder.,我把铅笔放在笔筒里。,model-curated,third-party-learner-content-v1
KV002310,My ruler is in my pencil case.,我的尺子在铅笔盒里。,model-curated,third-party-learner-content-v1
KV002311,This red pepper is sweet.,这个红甜椒是甜的。,model-curated,third-party-learner-content-v1
KV002312,We cut the peppers into small pieces.,我们把这些辣椒切成小块。,model-curated,third-party-learner-content-v1
KV002313,The weather is perfect for a picnic.,这样的天气非常适合野餐。,model-curated,third-party-learner-content-v1
KV002314,Our class will perform a song on Friday.,我们班星期五要表演一首歌。,model-curated,third-party-learner-content-v1
KV002315,Perhaps we can go tomorrow.,也许我们明天可以去。,model-curated,third-party-learner-content-v1
KV002316,There is one person at the bus stop.,公交站有一个人。,model-curated,third-party-learner-content-v1
KV002317,Please keep your personal things with you.,请保管好你的个人物品。,model-curated,third-party-learner-content-v1
KV002318,This insect is a pest in the garden.,这种昆虫是花园里的害虫。,model-curated,third-party-learner-content-v1
KV002319,There is an old phone box by the station.,车站旁有一个旧电话亭。,model-curated,third-party-learner-content-v1
KV002320,I got a phone call from Dad.,我接到了爸爸的电话。,model-curated,third-party-learner-content-v1
KV002321,Please write down my phone number.,请记下我的电话号码。,model-curated,third-party-learner-content-v1
KV002322,This photograph shows my family.,这张照片里是我的家人。,model-curated,third-party-learner-content-v1
KV002323,The photographer took pictures of the birds.,摄影师给鸟儿拍了照片。,model-curated,third-party-learner-content-v1
KV002324,We run and play games in physical education.,我们在体育课上跑步和做游戏。,model-curated,third-party-learner-content-v1
KV002325,We learn about light in physics.,我们在物理课上学习光。,model-curated,third-party-learner-content-v1
KV002326,The pianist played a beautiful song.,钢琴家弹奏了一首优美的曲子。,model-curated,third-party-learner-content-v1
KV002327,Picasso was a famous painter.,毕加索是一位著名画家。,model-curated,third-party-learner-content-v1
KV002328,You can pick one book to take home.,你可以挑一本书带回家。,model-curated,third-party-learner-content-v1
KV002329,Please pick up the paper from the floor.,请把地上的纸捡起来。,model-curated,third-party-learner-content-v1
KV002330,I drew a picture of my house.,我画了一张我家的图画。,model-curated,third-party-learner-content-v1
KV002331,We shared an apple pie after dinner.,晚饭后我们分吃了一个苹果派。,model-curated,third-party-learner-content-v1
KV002332,Would you like a piece of cake?,你想要一块蛋糕吗？,model-curated,third-party-learner-content-v1
KV002333,Take this pill after breakfast.,早餐后吃这片药。,model-curated,third-party-learner-content-v1
KV002334,My pillow is very soft.,我的枕头很柔软。,model-curated,third-party-learner-content-v1
KV002335,The pilot flew the plane safely.,飞行员安全地驾驶了飞机。,model-curated,third-party-learner-content-v1
KV002336,We cut the pineapple into pieces.,我们把菠萝切成了小块。,model-curated,third-party-learner-content-v1
KV002337,The pirate sailed across the sea.,海盗驾船穿过大海。,model-curated,third-party-learner-content-v1
KV002338,We ordered a cheese pizza.,我们点了一个奶酪披萨。,model-curated,third-party-learner-content-v1
KV002339,The Great Wall is a famous place of interest.,长城是一处著名的名胜。,model-curated,third-party-learner-content-v1
KV002340,We visited many places of interest in Beijing.,我们参观了北京的许多名胜。,model-curated,third-party-learner-content-v1
KV002341,Our plan is to leave early.,我们的计划是早点出发。,model-curated,third-party-learner-content-v1
KV002342,Our class will plant trees this spring.,我们班今年春天要植树。,model-curated,third-party-learner-content-v1
KV002343,Put a plaster on the small cut.,在小伤口上贴一个创可贴。,model-curated,third-party-learner-content-v1
KV002344,This ruler is made of plastic.,这把尺子是塑料做的。,model-curated,third-party-learner-content-v1
KV002345,Please do not use a plastic bag for this.,这个东西请不要使用塑料袋。,model-curated,third-party-learner-content-v1
KV002346,Put the fruit on a clean plate.,把水果放在干净的盘子里。,model-curated,third-party-learner-content-v1
