NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002059,She won the long jump at sports day.,她在运动会上赢得了跳远比赛。,model-curated,third-party-learner-content-v1
KV002060,He trains every week for the long race.,他每周为长跑训练。,model-curated,third-party-learner-content-v1
KV002061,This is the longest river in the country.,这是这个国家最长的河流。,model-curated,third-party-learner-content-v1
KV002062,Look at the bird in the tree.,看树上的那只鸟。,model-curated,third-party-learner-content-v1
KV002063,That cloud looks like a rabbit.,那朵云看起来像一只兔子。,model-curated,third-party-learner-content-v1
KV002064,A lorry stopped outside the shop.,一辆货车停在商店外面。,model-curated,third-party-learner-content-v1
KV002065,Los Angeles is a large city in California.,洛杉矶是加利福尼亚州的一座大城市。,model-curated,third-party-learner-content-v1
KV002066,Be careful not to lose your ticket.,小心别把票弄丢了。,model-curated,third-party-learner-content-v1
KV002067,There are lots of books in the library.,图书馆里有很多书。,model-curated,third-party-learner-content-v1
KV002068,Please do not speak loudly in the library.,在图书馆请不要大声说话。,model-curated,third-party-learner-content-v1
KV002069,The shelf is lower than the window.,这个架子比窗户低。,model-curated,third-party-learner-content-v1
KV002070,Good luck with your test!,祝你考试好运！,model-curated,third-party-learner-content-v1
KV002071,Children receive lucky money at Chinese New Year.,孩子们春节会收到压岁钱。,model-curated,third-party-learner-content-v1
KV002072,The festival follows the lunar calendar.,这个节日按照农历日期来过。,model-curated,third-party-learner-content-v1
KV002073,My lunch box is in my schoolbag.,我的饭盒在书包里。,model-curated,third-party-learner-content-v1
KV002074,We play outside at lunchtime.,午餐时间我们在外面玩。,model-curated,third-party-learner-content-v1
KV002075,This machine makes paper bags.,这台机器制作纸袋。,model-curated,third-party-learner-content-v1
KV002076,The magician showed us some magic.,魔术师给我们表演了一些魔术。,model-curated,third-party-learner-content-v1
KV002077,The magician pulled a flower from his hat.,魔术师从帽子里变出了一朵花。,model-curated,third-party-learner-content-v1
KV002078,I sent the letter by mail.,我通过邮寄寄出了这封信。,model-curated,third-party-learner-content-v1
KV002079,This is the main road into town.,这是进城的主要道路。,model-curated,third-party-learner-content-v1
KV002080,We had fish as our main course.,我们的主菜是鱼。,model-curated,third-party-learner-content-v1
KV002081,It is easy to make friends at school.,在学校很容易交朋友。,model-curated,third-party-learner-content-v1
KV002082,Everyone can make mistakes.,每个人都会犯错误。,model-curated,third-party-learner-content-v1
KV002083,Please do not make noise in class.,上课时请不要制造噪音。,model-curated,third-party-learner-content-v1
KV002084,The two friends decided to make peace.,两个朋友决定和解。,model-curated,third-party-learner-content-v1
KV002085,Mum uses her phone to make phone calls.,妈妈用手机打电话。,model-curated,third-party-learner-content-v1
KV002086,We should make use of every chance to learn.,我们应该利用每一个学习机会。,model-curated,third-party-learner-content-v1
KV002087,We bought new shoes at the mall.,我们在购物中心买了新鞋。,model-curated,third-party-learner-content-v1
KV002088,The hotel manager helped us.,旅馆经理帮助了我们。,model-curated,third-party-learner-content-v1
KV002089,This mango is sweet and juicy.,这个芒果又甜又多汁。,model-curated,third-party-learner-content-v1
KV002090,Good manners are important at the table.,餐桌礼仪很重要。,model-curated,third-party-learner-content-v1
KV002091,Read the manual before using the machine.,使用机器前先读说明书。,model-curated,third-party-learner-content-v1
KV002092,The maple leaves turn red in autumn.,枫叶在秋天变红。,model-curated,third-party-learner-content-v1
KV002093,Use a blue marker to write the title.,用蓝色马克笔写标题。,model-curated,third-party-learner-content-v1
KV002094,The panda is our school mascot.,熊猫是我们学校的吉祥物。,model-curated,third-party-learner-content-v1
KV002095,He wore a tiger mask at the party.,他在聚会上戴了一个老虎面具。,model-curated,third-party-learner-content-v1
KV002096,Practice every day to master the skill.,每天练习来掌握这项技能。,model-curated,third-party-learner-content-v1
KV002097,Wood is a useful building material.,木材是一种有用的建筑材料。,model-curated,third-party-learner-content-v1
KV002098,My maths book is on the desk.,我的数学书在桌上。,model-curated,third-party-learner-content-v1
KV002099,We have a school holiday on May Day.,五一劳动节我们学校放假。,model-curated,third-party-learner-content-v1
KV002100,Maybe it will rain this afternoon.,今天下午也许会下雨。,model-curated,third-party-learner-content-v1
KV002101,Can you help me with this box?,你能帮我搬这个箱子吗？,model-curated,third-party-learner-content-v1
KV002102,Dinner is my favorite meal of the day.,晚饭是我一天中最喜欢的一餐。,model-curated,third-party-learner-content-v1
KV002103,What does this word mean?,这个词是什么意思？,model-curated,third-party-learner-content-v1
KV002104,I put a meatball in my bowl.,我在碗里放了一个肉丸子。,model-curated,third-party-learner-content-v1
KV002105,Take your medicine after dinner.,晚饭后吃药。,model-curated,third-party-learner-content-v1
