NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002539,Can you keep a secret?,你能保守秘密吗？,model-curated,third-party-learner-content-v1
KV002540,The secretary answered the phone.,秘书接了电话。,model-curated,third-party-learner-content-v1
KV002541,Read the last section of the story.,读故事的最后一部分。,model-curated,third-party-learner-content-v1
KV002542,I need to see a doctor today.,我今天需要去看医生。,model-curated,third-party-learner-content-v1
KV002543,She wants to travel and see the world.,她想旅行看看世界。,model-curated,third-party-learner-content-v1
KV002544,We seek help when we have a problem.,遇到问题时我们会寻求帮助。,model-curated,third-party-learner-content-v1
KV002545,The two children played on the seesaw.,两个孩子在玩跷跷板。,model-curated,third-party-learner-content-v1
KV002546,We seldom eat out on school nights.,上学日的晚上我们很少外出吃饭。,model-curated,third-party-learner-content-v1
KV002547,Write one sentence about your family.,写一个关于你家庭的句子。,model-curated,third-party-learner-content-v1
KV002548,The doctor looked serious.,医生看起来很严肃。,model-curated,third-party-learner-content-v1
KV002549,There are seventeen books on the shelf.,架子上有十七本书。,model-curated,third-party-learner-content-v1
KV002550,Today is her seventeenth birthday.,今天是她十七岁生日。,model-curated,third-party-learner-content-v1
KV002551,Our classroom is on the seventh floor.,我们的教室在七楼。,model-curated,third-party-learner-content-v1
KV002552,There are seventy students in the hall.,大厅里有七十名学生。,model-curated,third-party-learner-content-v1
KV002553,Several birds are sitting in the tree.,几只鸟停在树上。,model-curated,third-party-learner-content-v1
KV002554,Shake the bottle before you drink it.,喝之前先摇一摇瓶子。,model-curated,third-party-learner-content-v1
KV002555,Shall we go to the park?,我们去公园好吗？,model-curated,third-party-learner-content-v1
KV002556,We visited Shanghai Museum during our trip.,旅行时我们参观了上海博物馆。,model-curated,third-party-learner-content-v1
KV002557,The table has a round shape.,这张桌子是圆形的。,model-curated,third-party-learner-content-v1
KV002558,We share the same desk.,我们共用同一张课桌。,model-curated,third-party-learner-content-v1
KV002559,Be careful because the knife is sharp.,小心这把刀很锋利。,model-curated,third-party-learner-content-v1
KV002560,The books are on the top shelf.,书在最上面的架子上。,model-curated,third-party-learner-content-v1
KV002561,I found a beautiful shell on the beach.,我在海滩上发现了一个漂亮的贝壳。,model-curated,third-party-learner-content-v1
KV002562,We waited in a shelter during the storm.,暴风雨期间我们在避难处等候。,model-curated,third-party-learner-content-v1
KV002563,The sheriff rode into the town.,治安官骑马进了小镇。,model-curated,third-party-learner-content-v1
KV002564,The story takes place in Sherwood Forest.,这个故事发生在舍伍德森林。,model-curated,third-party-learner-content-v1
KV002565,The stars shine brightly at night.,星星在夜里明亮地闪耀。,model-curated,third-party-learner-content-v1
KV002566,The ship sailed across the sea.,船驶过大海。,model-curated,third-party-learner-content-v1
KV002567,My pen is in my shirt pocket.,我的钢笔在衬衫口袋里。,model-curated,third-party-learner-content-v1
KV002568,The news came as a shock to us.,这个消息让我们很震惊。,model-curated,third-party-learner-content-v1
KV002569,I cannot find my left shoe.,我找不到左脚那只鞋了。,model-curated,third-party-learner-content-v1
KV002570,The shop assistant helped me choose a shirt.,店员帮我挑了一件衬衫。,model-curated,third-party-learner-content-v1
KV002571,We went shopping after lunch.,我们午饭后去购物了。,model-curated,third-party-learner-content-v1
KV002572,Put the apples in this shopping bag.,把苹果放进这个购物袋。,model-curated,third-party-learner-content-v1
KV002573,We took a short cut through the park.,我们穿过公园走了一条捷径。,model-curated,third-party-learner-content-v1
KV002574,She won the short race.,她赢得了短跑比赛。,model-curated,third-party-learner-content-v1
KV002575,This is the shortest path to school.,这是去学校最短的路。,model-curated,third-party-learner-content-v1
KV002576,His shot went into the goal.,他的射门进球了。,model-curated,third-party-learner-content-v1
KV002577,My schoolbag hurts my shoulder.,我的书包压得肩膀疼。,model-curated,third-party-learner-content-v1
KV002578,Do not shout in the classroom.,不要在教室里大喊。,model-curated,third-party-learner-content-v1
KV002579,The shy boy spoke very softly.,那个害羞的男孩说话声音很轻。,model-curated,third-party-learner-content-v1
KV002580,The sign says stop.,这个标志写着“停”。,model-curated,third-party-learner-content-v1
KV002581,Please write your signature here.,请在这里签名。,model-curated,third-party-learner-content-v1
KV002582,That was a silly mistake.,那是一个愚蠢的错误。,model-curated,third-party-learner-content-v1
KV002583,The moon looked silver above the lake.,月亮在湖上方看起来是银色的。,model-curated,third-party-learner-content-v1
KV002584,This question is very simple.,这道题很简单。,model-curated,third-party-learner-content-v1
KV002585,We sing English songs in class.,我们在课堂上唱英文歌。,model-curated,third-party-learner-content-v1
KV002586,Singapore is a country in Southeast Asia.,新加坡是东南亚的一个国家。,model-curated,third-party-learner-content-v1
KV002587,The singer smiled at the crowd.,歌手对人群微笑。,model-curated,third-party-learner-content-v1
KV002588,We took a single-decker to the museum.,我们乘单层公交车去了博物馆。,model-curated,third-party-learner-content-v1
KV002589,Heavy stones sink in water.,重石头会在水里下沉。,model-curated,third-party-learner-content-v1
KV002590,Yes sir. I understand.,好的先生。我明白了。,model-curated,third-party-learner-content-v1
KV002591,Please sit beside me.,请坐在我旁边。,model-curated,third-party-learner-content-v1
KV002592,Our family watches TV in the sitting room.,我们一家人在客厅看电视。,model-curated,third-party-learner-content-v1
KV002593,We need to understand the situation first.,我们需要先了解情况。,model-curated,third-party-learner-content-v1
KV002594,There are sixteen students in our group.,我们小组有十六名学生。,model-curated,third-party-learner-content-v1
KV002595,She finished sixth in the race.,她在比赛中得了第六名。,model-curated,third-party-learner-content-v1
KV002596,The box holds sixty pencils.,盒子里装着六十支铅笔。,model-curated,third-party-learner-content-v1
KV002597,What size shoes do you wear?,你穿多大尺码的鞋？,model-curated,third-party-learner-content-v1
KV002598,We skate on the frozen lake in winter.,冬天我们在结冰的湖上滑冰。,model-curated,third-party-learner-content-v1
KV002599,He can ride a skateboard very well.,他很会滑滑板。,model-curated,third-party-learner-content-v1
KV002600,We went skating after school.,我们放学后去滑冰了。,model-curated,third-party-learner-content-v1
KV002601,I draw animals in my sketchbook.,我在素描本里画动物。,model-curated,third-party-learner-content-v1
KV002602,The car began to skid on the wet road.,汽车在湿路面上开始打滑。,model-curated,third-party-learner-content-v1
KV002603,Wash your skin with clean water.,用清水洗皮肤。,model-curated,third-party-learner-content-v1
KV002604,The children skip in the playground.,孩子们在操场上跳绳。,model-curated,third-party-learner-content-v1
