NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV001867,Her smile brought happiness to the room.,她的笑容给房间带来了快乐。,model-curated,third-party-learner-content-v1
KV001868,Many small boats are in the harbour.,许多小船停在海港里。,model-curated,third-party-learner-content-v1
KV001869,This question is harder than the last one.,这道题比上一道更难。,model-curated,third-party-learner-content-v1
KV001870,I could hardly hear his voice.,我几乎听不见他的声音。,model-curated,third-party-learner-content-v1
KV001871,We hardly ever watch TV before dinner.,我们晚饭前几乎从不看电视。,model-curated,third-party-learner-content-v1
KV001872,A hare ran across the field.,一只野兔跑过田野。,model-curated,third-party-learner-content-v1
KV001873,I hate waiting in long lines.,我讨厌排很长的队。,model-curated,third-party-learner-content-v1
KV001874,I have a cold and need to rest.,我感冒了需要休息。,model-curated,third-party-learner-content-v1
KV001875,She has a fever today.,她今天发烧了。,model-curated,third-party-learner-content-v1
KV001876,We had a good time at the park.,我们在公园玩得很开心。,model-curated,third-party-learner-content-v1
KV001877,I have a headache after reading too long.,我看书太久后头疼。,model-curated,third-party-learner-content-v1
KV001878,The teachers have a meeting after school.,老师们放学后开会。,model-curated,third-party-learner-content-v1
KV001879,We will have a party on Saturday.,我们星期六要举行聚会。,model-curated,third-party-learner-content-v1
KV001880,Let's have a rest under this tree.,我们在这棵树下休息一下吧。,model-curated,third-party-learner-content-v1
KV001881,I have a toothache and need a dentist.,我牙疼需要看牙医。,model-curated,third-party-learner-content-v1
KV001882,We have breakfast at seven every day.,我们每天七点吃早餐。,model-curated,third-party-learner-content-v1
KV001883,Our family has dinner together.,我们一家人一起吃晚饭。,model-curated,third-party-learner-content-v1
KV001884,The children have fun in the snow.,孩子们在雪地里玩得很开心。,model-curated,third-party-learner-content-v1
KV001885,I have lunch at school.,我在学校吃午饭。,model-curated,third-party-learner-content-v1
KV001886,I have to finish my homework first.,我必须先完成作业。,model-curated,third-party-learner-content-v1
KV001887,Hawaii has many beautiful beaches.,夏威夷有许多美丽的海滩。,model-curated,third-party-learner-content-v1
KV001888,The horse is eating hay.,马正在吃干草。,model-curated,third-party-learner-content-v1
KV001889,The head teacher spoke to all the students.,校长对所有学生讲话。,model-curated,third-party-learner-content-v1
KV001890,Fresh food and exercise are good for your health.,新鲜食物和运动对健康有好处。,model-curated,third-party-learner-content-v1
KV001891,Swimming is a healthy activity.,游泳是一项健康的活动。,model-curated,third-party-learner-content-v1
KV001892,Exercise is good for your heart.,运动对心脏有好处。,model-curated,third-party-learner-content-v1
KV001893,The heat made us thirsty.,高温让我们口渴。,model-curated,third-party-learner-content-v1
KV001894,This is the heaviest box here.,这是这里最重的箱子。,model-curated,third-party-learner-content-v1
KV001895,This bag is too heavy for me.,这个包对我来说太重了。,model-curated,third-party-learner-content-v1
KV001896,What is the height of this building?,这栋楼有多高？,model-curated,third-party-learner-content-v1
KV001897,A helicopter flew over our school.,一架直升机飞过我们学校上空。,model-curated,third-party-learner-content-v1
KV001898,She said hello to the new student.,她向新同学问好。,model-curated,third-party-learner-content-v1
KV001899,Always wear a helmet when you ride a bike.,骑自行车时一定要戴头盔。,model-curated,third-party-learner-content-v1
KV001900,The hen is sitting on her eggs.,母鸡正趴在鸡蛋上。,model-curated,third-party-learner-content-v1
KV001901,The firefighter was a hero to the children.,那位消防员是孩子们心中的英雄。,model-curated,third-party-learner-content-v1
KV001902,The heroine saved her village in the story.,故事里的女主角救了她的村庄。,model-curated,third-party-learner-content-v1
KV001903,Hi! My name is Amy.,嗨！我叫艾米。,model-curated,third-party-learner-content-v1
KV001904,The cat likes to hide under the bed.,猫喜欢躲在床底下。,model-curated,third-party-learner-content-v1
KV001905,We played hide-and-seek in the garden.,我们在花园里玩捉迷藏。,model-curated,third-party-learner-content-v1
KV001906,The rabbit found a good hiding place.,兔子找到了一个很好的藏身处。,model-curated,third-party-learner-content-v1
KV001907,That mountain is very high.,那座山很高。,model-curated,third-party-learner-content-v1
KV001908,She won the high jump at sports day.,她在运动会上赢得了跳高比赛。,model-curated,third-party-learner-content-v1
KV001909,He made the sandwich himself.,他自己做了这个三明治。,model-curated,third-party-learner-content-v1
KV001910,The hippo is standing in the water.,河马站在水里。,model-curated,third-party-learner-content-v1
KV001911,We learned about ancient China in history.,我们在历史课上学习了中国古代历史。,model-curated,third-party-learner-content-v1
KV001912,We saw old tools at the history museum.,我们在历史博物馆看到了旧工具。,model-curated,third-party-learner-content-v1
KV001913,Do not hit the ball too hard.,不要把球打得太用力。,model-curated,third-party-learner-content-v1
KV001914,Hold my hand while we cross the road.,过马路时牵着我的手。,model-curated,third-party-learner-content-v1
KV001915,There is a small hole in my sock.,我的袜子上有一个小洞。,model-curated,third-party-learner-content-v1
KV001916,We are going to the beach for our holiday.,我们假期要去海边。,model-curated,third-party-learner-content-v1
KV001917,The old tree is hollow inside.,这棵老树里面是空心的。,model-curated,third-party-learner-content-v1
KV001918,My hometown is a small town near the sea.,我的家乡是海边的一座小城。,model-curated,third-party-learner-content-v1
KV001919,I put honey in my tea.,我在茶里放了蜂蜜。,model-curated,third-party-learner-content-v1
KV001920,Hong Kong has a busy harbour.,香港有一个繁忙的海港。,model-curated,third-party-learner-content-v1
KV001921,Pull up your hood because it is raining.,下雨了把兜帽戴起来。,model-curated,third-party-learner-content-v1
KV001922,The rabbit can hop very quickly.,兔子能跳得很快。,model-curated,third-party-learner-content-v1
KV001923,The goat has two horns.,山羊有两只角。,model-curated,third-party-learner-content-v1
KV001924,The food tasted horrible.,这食物味道很糟糕。,model-curated,third-party-learner-content-v1
KV001925,I do not like watching a horror film alone.,我不喜欢一个人看恐怖电影。,model-curated,third-party-learner-content-v1
KV001926,I had a hot dog for lunch.,我午饭吃了一个热狗。,model-curated,third-party-learner-content-v1
KV001927,We share the housework at home.,我们在家一起分担家务。,model-curated,third-party-learner-content-v1
KV001928,They live in a quiet housing estate.,他们住在一个安静的住宅区。,model-curated,third-party-learner-content-v1
KV001929,It was raining. However we still went outside.,当时在下雨。不过我们还是出去了。,model-curated,third-party-learner-content-v1
KV001930,A huge ship entered the harbour.,一艘巨大的船驶进了港口。,model-curated,third-party-learner-content-v1
KV001931,There are one hundred pages in this book.,这本书有一百页。,model-curated,third-party-learner-content-v1
KV001932,The children hunt for eggs in the garden.,孩子们在花园里寻找彩蛋。,model-curated,third-party-learner-content-v1
KV001933,Hurry or we will miss the bus.,快点不然我们会错过公交车。,model-curated,third-party-learner-content-v1
KV001934,The farmer keeps tools in a small hut.,农民把工具放在一间小棚屋里。,model-curated,third-party-learner-content-v1
KV001935,Hybrid rice can produce a lot of food.,杂交水稻能生产很多粮食。,model-curated,third-party-learner-content-v1
KV001936,We walked through Hyde Park in London.,我们在伦敦的海德公园散步。,model-curated,third-party-learner-content-v1
KV001937,The ice is too thin to walk on.,冰太薄了不能在上面走。,model-curated,third-party-learner-content-v1
KV001938,We saw ice sculptures at the Ice and Snow Festival.,我们在冰雪节看到了冰雕。,model-curated,third-party-learner-content-v1
KV001939,People go ice fishing on the frozen lake.,人们在结冰的湖上冰钓。,model-curated,third-party-learner-content-v1
KV001940,They play ice hockey after school.,他们放学后打冰球。,model-curated,third-party-learner-content-v1
KV001941,I put on my ice skates before going onto the rink.,我上冰场前穿上了冰鞋。,model-curated,third-party-learner-content-v1
KV001942,Would you like some iced tea?,你想喝点冰茶吗？,model-curated,third-party-learner-content-v1
KV001943,We learn how computers communicate in ICT.,我们在信息与通信技术课上学习计算机怎样通信。,model-curated,third-party-learner-content-v1
KV001944,He missed school because of illness.,他因为生病没去上学。,model-curated,third-party-learner-content-v1
KV001945,Please come here immediately.,请马上到这里来。,model-curated,third-party-learner-content-v1
KV001946,It is impolite to shout at people.,对人大喊是不礼貌的。,model-curated,third-party-learner-content-v1
KV001947,Water is important for all living things.,水对所有生物都很重要。,model-curated,third-party-learner-content-v1
KV001948,The rain stopped in a short time.,雨很快就停了。,model-curated,third-party-learner-content-v1
KV001949,The small boat was in danger during the storm.,暴风雨中那艘小船处于危险中。,model-curated,third-party-learner-content-v1
KV001950,A bus stopped in front of the school.,一辆公交车停在学校前面。,model-curated,third-party-learner-content-v1
KV001951,In the end we found the right road.,最后我们找到了正确的路。,model-curated,third-party-learner-content-v1
KV001952,Put the vase in the middle of the table.,把花瓶放在桌子中间。,model-curated,third-party-learner-content-v1
KV001953,People wrote letters more often in the past.,过去人们更常写信。,model-curated,third-party-learner-content-v1
KV001954,New Delhi is the capital of India.,新德里是印度的首都。,model-curated,third-party-learner-content-v1
KV001955,We played an indoor game because it was raining.,因为下雨我们玩了室内游戏。,model-curated,third-party-learner-content-v1
KV001956,I need more information about the trip.,我需要更多关于这次旅行的信息。,model-curated,third-party-learner-content-v1
KV001957,The nurse gave him an injection.,护士给他打了一针。,model-curated,third-party-learner-content-v1
KV001958,My pen is out of ink.,我的钢笔没墨水了。,model-curated,third-party-learner-content-v1
KV001959,We saw many butterflies at the insect museum.,我们在昆虫博物馆看到了许多蝴蝶。,model-curated,third-party-learner-content-v1
KV001960,The keys are inside the bag.,钥匙在包里面。,model-curated,third-party-learner-content-v1
KV001961,Let's walk instead of taking the bus.,我们走路吧别坐公交车了。,model-curated,third-party-learner-content-v1
KV001962,The dolphin is an intelligent animal.,海豚是一种聪明的动物。,model-curated,third-party-learner-content-v1
