NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002923,The museum has many visitors today.,博物馆今天有很多参观者。,model-curated,third-party-learner-content-v1
KV002924,I heard my mother's voice outside.,我听见了妈妈在外面的声音。,model-curated,third-party-learner-content-v1
KV002925,We play volleyball on the beach.,我们在海滩上打排球。,model-curated,third-party-learner-content-v1
KV002926,Please turn down the volume.,请把音量调低。,model-curated,third-party-learner-content-v1
KV002927,Please wait for me at the gate.,请在大门口等我。,model-curated,third-party-learner-content-v1
KV002928,I walk the dog every evening.,我每天晚上遛狗。,model-curated,third-party-learner-content-v1
KV002929,We walked through the old town.,我们走过了古镇。,model-curated,third-party-learner-content-v1
KV002930,My bus card is in my wallet.,我的公交卡在钱包里。,model-curated,third-party-learner-content-v1
KV002931,The story takes place during a war.,这个故事发生在战争期间。,model-curated,third-party-learner-content-v1
KV002932,Wear a warm jacket outside.,出门时穿一件保暖外套。,model-curated,third-party-learner-content-v1
KV002933,We do a short warm-up before running.,跑步前我们做简短的热身。,model-curated,third-party-learner-content-v1
KV002934,The sign gives a warning about deep water.,这个标志警告这里水很深。,model-curated,third-party-learner-content-v1
KV002935,The washing machine is in the bathroom.,洗衣机在浴室里。,model-curated,third-party-learner-content-v1
KV002936,We watch a film on Friday night.,我们星期五晚上看电影。,model-curated,third-party-learner-content-v1
KV002937,We do not watch TV during dinner.,我们吃晚饭时不看电视。,model-curated,third-party-learner-content-v1
KV002938,Those watches are in the shop window.,那些手表在商店橱窗里。,model-curated,third-party-learner-content-v1
KV002939,I water the plants every morning.,我每天早上给植物浇水。,model-curated,third-party-learner-content-v1
KV002940,We shared a big watermelon.,我们分吃了一个大西瓜。,model-curated,third-party-learner-content-v1
KV002941,Which way should we go?,我们应该往哪个方向走？,model-curated,third-party-learner-content-v1
KV002942,We will visit Grandma tomorrow.,我们明天会去看奶奶。,model-curated,third-party-learner-content-v1
KV002943,I felt weak after being ill.,生病后我感到很虚弱。,model-curated,third-party-learner-content-v1
KV002944,The weather report says it will be sunny.,天气预报说明天会晴。,model-curated,third-party-learner-content-v1
KV002945,A spider made a web in the corner.,一只蜘蛛在角落里结了网。,model-curated,third-party-learner-content-v1
KV002946,Our school has a new website.,我们学校有一个新网站。,model-curated,third-party-learner-content-v1
KV002947,I get up early on every weekday.,每个工作日我都早起。,model-curated,third-party-learner-content-v1
KV002948,Please weigh the bag before the flight.,乘飞机前请称一下这个包的重量。,model-curated,third-party-learner-content-v1
KV002949,What is the weight of this box?,这个箱子的重量是多少？,model-curated,third-party-learner-content-v1
KV002950,She can swim very well.,她游泳游得很好。,model-curated,third-party-learner-content-v1
KV002951,The Great Wall is well-known around the world.,长城闻名世界。,model-curated,third-party-learner-content-v1
KV002952,Wellington is the capital of New Zealand.,惠灵顿是新西兰的首都。,model-curated,third-party-learner-content-v1
KV002953,We ate western food for dinner.,我们晚饭吃了西餐。,model-curated,third-party-learner-content-v1
KV002954,The door shut with a loud wham.,门砰的一声关上了。,model-curated,third-party-learner-content-v1
KV002955,Farmers grow wheat in these fields.,农民在这些田地里种小麦。,model-curated,third-party-learner-content-v1
KV002956,The front wheel of my bike is loose.,我的自行车前轮松了。,model-curated,third-party-learner-content-v1
KV002957,Please be quiet while the baby sleeps.,宝宝睡觉时请保持安静。,model-curated,third-party-learner-content-v1
KV002958,She wore a white shirt.,她穿着一件白衬衫。,model-curated,third-party-learner-content-v1
KV002959,The White House is in Washington D.C.,白宫在华盛顿特区。,model-curated,third-party-learner-content-v1
KV002960,The teacher wrote the answer on the whiteboard.,老师把答案写在白板上。,model-curated,third-party-learner-content-v1
KV002961,Whole grains are good for your health.,全谷物对健康有好处。,model-curated,third-party-learner-content-v1
KV002962,The river is very wide here.,这里的河很宽。,model-curated,third-party-learner-content-v1
KV002963,His wife works at a hospital.,他的妻子在医院工作。,model-curated,third-party-learner-content-v1
KV002964,We saw wild horses on the grassland.,我们在草原上看到了野马。,model-curated,third-party-learner-content-v1
KV002965,Wild geese fly south in autumn.,大雁秋天向南飞。,model-curated,third-party-learner-content-v1
