NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002347,We play basketball after school.,我们放学后打篮球。,model-curated,third-party-learner-content-v1
KV002348,The children play games in the yard.,孩子们在院子里玩游戏。,model-curated,third-party-learner-content-v1
KV002349,My dad and I play ping-pong together.,我和爸爸一起打乒乓球。,model-curated,third-party-learner-content-v1
KV002350,It is good to play sport every day.,每天做运动有好处。,model-curated,third-party-learner-content-v1
KV002351,My brother can play the guitar.,我哥哥会弹吉他。,model-curated,third-party-learner-content-v1
KV002352,She learns to play the piano after school.,她放学后学习弹钢琴。,model-curated,third-party-learner-content-v1
KV002353,My aunt can play the pipa.,我姑妈会弹琵琶。,model-curated,third-party-learner-content-v1
KV002354,We play volleyball on Fridays.,我们星期五打排球。,model-curated,third-party-learner-content-v1
KV002355,Mum was pleased with my work.,妈妈对我的作业很满意。,model-curated,third-party-learner-content-v1
KV002356,There is plenty of water for everyone.,有充足的水给大家喝。,model-curated,third-party-learner-content-v1
KV002357,I ate a sweet plum.,我吃了一个甜李子。,model-curated,third-party-learner-content-v1
KV002358,Five plus three is eight.,五加三等于八。,model-curated,third-party-learner-content-v1
KV002359,The train leaves at 3 pm.,火车下午三点出发。,model-curated,third-party-learner-content-v1
KV002360,I found a coin in my pocket.,我在口袋里发现了一枚硬币。,model-curated,third-party-learner-content-v1
KV002361,There are peas inside the pod.,豆荚里面有豌豆。,model-curated,third-party-learner-content-v1
KV002362,A polar bear lives in the Arctic.,北极熊生活在北极地区。,model-curated,third-party-learner-content-v1
KV002363,The police helped us find the lost child.,警察帮我们找到了走失的孩子。,model-curated,third-party-learner-content-v1
KV002364,We went to the police station for help.,我们去警察局寻求帮助。,model-curated,third-party-learner-content-v1
KV002365,The policeman stopped the traffic.,男警察让车辆停了下来。,model-curated,third-party-learner-content-v1
KV002366,The policewoman helped the old man cross the road.,女警察帮助老人过马路。,model-curated,third-party-learner-content-v1
KV002367,Two policewomen were standing by the gate.,两名女警察站在大门旁。,model-curated,third-party-learner-content-v1
KV002368,Please polish your shoes before the show.,演出前请把鞋擦亮。,model-curated,third-party-learner-content-v1
KV002369,Dirty water can pollute the river.,脏水会污染河流。,model-curated,third-party-learner-content-v1
KV002370,We should reduce air pollution.,我们应该减少空气污染。,model-curated,third-party-learner-content-v1
KV002371,Ducks are swimming in the pond.,鸭子正在池塘里游泳。,model-curated,third-party-learner-content-v1
KV002372,The little girl rode a pony.,小女孩骑了一匹小马。,model-curated,third-party-learner-content-v1
KV002373,We swim in the pool on Saturdays.,我们星期六在游泳池游泳。,model-curated,third-party-learner-content-v1
KV002374,My sister likes pop music.,我妹妹喜欢流行音乐。,model-curated,third-party-learner-content-v1
KV002375,We ate popcorn during the movie.,我们看电影时吃了爆米花。,model-curated,third-party-learner-content-v1
KV002376,We had pork and vegetables for dinner.,我们晚饭吃了猪肉和蔬菜。,model-curated,third-party-learner-content-v1
KV002377,I had a bowl of porridge for breakfast.,我早餐喝了一碗粥。,model-curated,third-party-learner-content-v1
KV002378,Please tell me the position of the ball.,请告诉我球的位置。,model-curated,third-party-learner-content-v1
KV002379,Is it possible to finish today?,今天有可能完成吗？,model-curated,third-party-learner-content-v1
KV002380,We could possibly go there tomorrow.,我们明天也许可以去那里。,model-curated,third-party-learner-content-v1
KV002381,I will post the letter this afternoon.,我今天下午会把信寄出去。,model-curated,third-party-learner-content-v1
KV002382,I sent Grandma a postcard from Beijing.,我从北京给奶奶寄了一张明信片。,model-curated,third-party-learner-content-v1
KV002383,We made a poster for the school show.,我们为学校演出做了一张海报。,model-curated,third-party-learner-content-v1
KV002384,The postman brought a letter this morning.,邮递员今天早上送来了一封信。,model-curated,third-party-learner-content-v1
KV002385,This book costs ten pounds.,这本书十英镑。,model-curated,third-party-learner-content-v1
KV002386,Please pour the milk into the cup.,请把牛奶倒进杯子里。,model-curated,third-party-learner-content-v1
KV002387,Many families want to escape poverty.,许多家庭希望摆脱贫困。,model-curated,third-party-learner-content-v1
KV002388,The storm was very powerful.,这场暴风雨非常强大。,model-curated,third-party-learner-content-v1
KV002389,You need practice to play well.,要弹得好需要练习。,model-curated,third-party-learner-content-v1
KV002390,I practise English every day.,我每天练习英语。,model-curated,third-party-learner-content-v1
KV002391,The teacher praised her good work.,老师表扬了她出色的作业。,model-curated,third-party-learner-content-v1
KV002392,We cooked prawns for dinner.,我们晚饭做了大虾。,model-curated,third-party-learner-content-v1
KV002393,PRC stands for the People's Republic of China.,PRC代表中华人民共和国。,model-curated,third-party-learner-content-v1
KV002394,Water is precious in the desert.,水在沙漠里很宝贵。,model-curated,third-party-learner-content-v1
KV002395,I prefer tea to coffee.,比起咖啡我更喜欢茶。,model-curated,third-party-learner-content-v1
KV002396,We need to prepare for the test.,我们需要为考试做准备。,model-curated,third-party-learner-content-v1
KV002397,The presenter welcomed everyone to the show.,主持人欢迎大家来到节目现场。,model-curated,third-party-learner-content-v1
KV002398,Press this button to open the door.,按这个按钮开门。,model-curated,third-party-learner-content-v1
KV002399,What is the price of this book?,这本书多少钱？,model-curated,third-party-learner-content-v1
KV002400,She teaches at a primary school.,她在一所小学教书。,model-curated,third-party-learner-content-v1
KV002401,My little brother goes to primary school.,我弟弟上小学。,model-curated,third-party-learner-content-v1
KV002402,The prince lived in a large castle.,王子住在一座大城堡里。,model-curated,third-party-learner-content-v1
KV002403,The princess wore a blue dress.,公主穿着一条蓝裙子。,model-curated,third-party-learner-content-v1
KV002404,Please print this page for me.,请帮我打印这一页。,model-curated,third-party-learner-content-v1
KV002405,This book uses colorful printing.,这本书采用彩色印刷。,model-curated,third-party-learner-content-v1
KV002406,It will probably rain tonight.,今晚很可能会下雨。,model-curated,third-party-learner-content-v1
KV002407,We solved the problem together.,我们一起解决了这个问题。,model-curated,third-party-learner-content-v1
KV002408,This is my favorite TV programme.,这是我最喜欢的电视节目。,model-curated,third-party-learner-content-v1
KV002409,I promise to return your book tomorrow.,我答应明天归还你的书。,model-curated,third-party-learner-content-v1
KV002410,We must protect wild animals.,我们必须保护野生动物。,model-curated,third-party-learner-content-v1
KV002411,Eggs are a good source of protein.,鸡蛋是很好的蛋白质来源。,model-curated,third-party-learner-content-v1
KV002412,The school will provide lunch for us.,学校会为我们提供午餐。,model-curated,third-party-learner-content-v1
KV002413,She added a PS at the end of the letter.,她在信末加了一段附言。,model-curated,third-party-learner-content-v1
KV002414,This is a public library.,这是一座公共图书馆。,model-curated,third-party-learner-content-v1
KV002415,We had chocolate pudding for dessert.,我们甜点吃了巧克力布丁。,model-curated,third-party-learner-content-v1
KV002416,The children jumped over a puddle.,孩子们跳过了一个水坑。,model-curated,third-party-learner-content-v1
KV002417,We stayed at Puma Ranch for the weekend.,我们周末住在Puma Ranch。,model-curated,third-party-learner-content-v1
KV002418,The puppy is playing with a ball.,小狗正在玩球。,model-curated,third-party-learner-content-v1
KV002419,She wore a purple dress.,她穿了一条紫色裙子。,model-curated,third-party-learner-content-v1
KV002420,Push the door gently.,轻轻推门。,model-curated,third-party-learner-content-v1
KV002421,Please put the cup on the table.,请把杯子放在桌上。,model-curated,third-party-learner-content-v1
KV002422,Put on your coat before you go outside.,出门前穿上外套。,model-curated,third-party-learner-content-v1
KV002423,Firefighters work hard to put out fires.,消防员努力灭火。,model-curated,third-party-learner-content-v1
KV002424,Can you solve this puzzle?,你能解开这个谜题吗？,model-curated,third-party-learner-content-v1
KV002425,I was puzzled by the strange question.,那个奇怪的问题让我很困惑。,model-curated,third-party-learner-content-v1
KV002426,I put on my pyjamas before bed.,我睡前穿上睡衣。,model-curated,third-party-learner-content-v1
KV002427,We saw a pyramid in Egypt.,我们在埃及看到了一座金字塔。,model-curated,third-party-learner-content-v1
KV002428,The duck gave a loud quack.,鸭子大声嘎嘎叫了一声。,model-curated,third-party-learner-content-v1
KV002429,A quarter of the cake is left.,蛋糕还剩四分之一。,model-curated,third-party-learner-content-v1
KV002430,The queen waved to the crowd.,女王向人群挥手。,model-curated,third-party-learner-content-v1
KV002431,Please finish your breakfast quickly.,请快点吃完早餐。,model-curated,third-party-learner-content-v1
KV002432,Please close the door quietly.,请安静地关上门。,model-curated,third-party-learner-content-v1
KV002433,Grandma made a warm quilt.,奶奶做了一床暖和的被子。,model-curated,third-party-learner-content-v1
KV002434,We have a short quiz today.,我们今天有一个小测验。,model-curated,third-party-learner-content-v1
KV002435,The racing car went around the track quickly.,赛车快速绕着赛道行驶。,model-curated,third-party-learner-content-v1
KV002436,Grandpa listens to the radio every morning.,爷爷每天早上听收音机。,model-curated,third-party-learner-content-v1
KV002437,The railway runs through the mountains.,铁路穿过群山。,model-curated,third-party-learner-content-v1
KV002438,We saw old trains at the railway museum.,我们在铁路博物馆看到了老火车。,model-curated,third-party-learner-content-v1
KV002439,We met at the railway station.,我们在火车站见面。,model-curated,third-party-learner-content-v1
KV002440,Wear your rain boots in the wet garden.,在湿漉漉的花园里穿上雨鞋。,model-curated,third-party-learner-content-v1
KV002441,A rainbow appeared after the rain.,雨后出现了一道彩虹。,model-curated,third-party-learner-content-v1
KV002442,Please raise your hand if you know the answer.,如果你知道答案请举手。,model-curated,third-party-learner-content-v1
