NoteID,CanonicalWord,SenseLabel
KV002443,ranger,护林员；公园管理员
KV002444,rat,老鼠；大老鼠
KV002445,reach,到达；够到
KV002446,real,真实的；真正的
KV002447,receive,收到；接收
KV002448,recipe,食谱；烹饪方法
KV002449,recorder,直笛
KV002450,rectangle,长方形；矩形
KV002451,recycle,回收利用；再利用
KV002452,red packet,红包
KV002453,relative,亲戚；亲属
KV002454,relax,放松；休息
KV002455,remember,记得；记住
KV002456,reply,回复；答复
KV002457,report,报告；汇报
KV002458,reporter,记者
KV002459,research,研究；调查
KV002460,restroom,洗手间；厕所
KV002461,return,返回；回来
KV002462,reunion,团聚；团圆
KV002463,rhino,犀牛
KV002464,rice cake,米糕；年糕
KV002465,rice dumpling,粽子
KV002466,rich,富有的
KV002467,ride,骑；乘坐
KV002468,rider,骑手；骑车的人
KV002469,right away,立刻；马上
KV002470,ring,（电话、铃等）响；铃声
KV002471,rise,升起；上升
KV002472,riverbank,河岸；河堤
KV002473,road,路；道路；公路
KV002474,roar,吼叫；咆哮
KV002475,robber,强盗；盗贼
KV002476,rock,岩石；石头
KV002477,rock'n'roll,摇滚乐
KV002478,role,角色
KV002479,role model,榜样；楷模
KV002480,roll,滚动；滚
KV002481,roller coaster,过山车
KV002482,romantic,浪漫的；爱情的
KV002483,Rome,罗马
KV002484,roof,屋顶
KV002485,rose,玫瑰；玫瑰花
KV002486,rough,粗糙的；不平的
KV002487,routine,日常安排；日常事务
KV002488,row,划船
KV002489,rubber,橡胶；橡胶材料
KV002490,rubbish,垃圾；废物
KV002491,rubbish bin,垃圾桶；垃圾箱
KV002492,run a race,赛跑；参加赛跑
KV002493,run away,逃跑；跑开
KV002494,runner,跑步者；赛跑运动员
KV002495,running race,赛跑；赛跑比赛
KV002496,Russia,俄罗斯
KV002497,sack,大袋子；麻袋
KV002498,sadly,悲伤地；伤心地
KV002499,safari park,野生动物园
KV002500,safely,安全地
KV002501,safety,安全
KV002502,sales assistant,售货员；销售助理
KV002503,salesperson,售货员；销售人员
KV002504,salt,盐
KV002505,salty,咸的
KV002506,same,相同的；一样的
KV002507,San Francisco,旧金山；圣弗朗西斯科
KV002508,sand,沙；沙子
KV002509,sand castle,沙堡
KV002510,sandals,凉鞋
KV002511,sandcastle,沙堡；沙塔
KV002512,Santa,圣诞老人
KV002513,Santa Claus,圣诞老人
KV002514,sausage,香肠
KV002515,save,节省；节约
KV002516,save,救；挽救
KV002517,saw,锯子
KV002518,say to oneself,心里想；自言自语地说
KV002519,saying,谚语；说法
KV002520,scary,可怕的；吓人的
KV002521,scene,场景；场面
KV002522,schedule,日程；时间表
KV002523,school gate,校门
KV002524,school uniform,校服
KV002525,science fiction,科幻作品；科幻小说
KV002526,science museum,科学馆
KV002527,score,得分；分数
KV002528,Scotland,苏格兰
KV002529,screen,屏幕
KV002530,sea horse,海马
KV002531,seafood,海鲜
KV002532,seal,海豹
KV002533,search,搜索；查找
KV002534,seaside,海边；海滨
KV002535,seasonal,季节性的；随季节变化的
KV002536,seat,座位
KV002537,Seattle,西雅图
KV002538,second floor,二楼
