NoteID,CanonicalWord,SenseLabel
KV001387,build,建造；建设
KV001388,builder,建筑工人；建造者
KV001389,building,建筑物；大楼
KV001390,bulb,灯泡
KV001391,bullet,子弹
KV001392,bump,碰；撞
KV001393,bumper car,碰碰车
KV001394,bun,小圆面包；小面包
KV001395,Bund,外滩
KV001396,bunny,小兔子；兔子
KV001397,burn,燃烧；烧伤；烧毁
KV001398,burn down,烧毁；烧成平地
KV001399,bus,公共汽车；公交车
KV001400,bush,灌木；灌木丛
KV001401,businessman,商人；商人男性
KV001402,butter,黄油
KV001403,button,纽扣
KV001404,button,按钮
KV001405,by,用；乘（表示方式或手段）
KV001406,by hand,用手；手工
KV001407,bye,再见
KV001408,cabbage,卷心菜；洋白菜
KV001409,cabbages,卷心菜；洋白菜
KV001410,cactus,仙人掌
KV001411,cage,笼子；兽笼
KV001412,calculate,计算
KV001413,calendar,日历
KV001414,California,加利福尼亚州
KV001415,camera,照相机；相机
KV001416,campsite,露营地；营地
KV001417,Canberra,堪培拉
KV001418,candle,蜡烛
KV001419,candy bar,糖果棒；条状糖果
KV001420,canteen,食堂
KV001421,capital,首都
KV001422,captain,队长
KV001423,car museum,汽车博物馆
KV001424,cardboard,硬纸板；卡纸
KV001425,cardigan,开襟毛衣；羊毛衫
KV001426,care,关心；照顾
KV001427,careful,小心的；仔细的
KV001428,carefully,小心地；仔细地
KV001429,carnation,康乃馨
KV001430,carry,拿；携带；搬运
KV001431,cartoon,卡通；动画片
KV001432,cashier,收银员
KV001433,cassette,盒式磁带；磁带盒
KV001434,castle,城堡
KV001435,cat food,猫粮
KV001436,caterpillar,毛毛虫
KV001437,CD,光盘；激光唱片
KV001438,CD player,CD 播放器
KV001439,CD-ROM,只读光盘（CD-ROM）
KV001440,celebration,庆祝；庆祝活动
KV001441,celery,芹菜
KV001442,cent,分（货币单位）
KV001443,centimetre,厘米；公分
KV001444,certainly,当然；肯定地
KV001445,chain,链条；链子
KV001446,chameleon,变色龙
KV001447,champion,冠军
KV001448,chance,机会
KV001449,chant,吟唱；反复地唱
KV001450,chase,追逐；追赶
KV001451,chat,聊天；闲聊
KV001452,cheaper,更便宜的；价格更低的
KV001453,check-up,检查；体检
KV001454,checklist,清单；检查表
KV001455,cheer for,为……加油；为……喝彩
KV001456,cheese,奶酪；干酪
KV001457,chemistry,化学
KV001458,cherry,樱桃
KV001459,chewing gum,口香糖
KV001460,chick,小鸡；雏鸡
KV001461,child,孩子；儿童
KV001462,childish,孩子气的；幼稚的
KV001463,Children's Palace,少年宫
KV001464,Children's Park,儿童公园
KV001465,chilli,辣椒
KV001466,chimney,烟囱
KV001467,chin,下巴
KV001468,Chinatown,唐人街；中国城
KV001469,Chinese book,语文书；中文书
KV001470,Chinese chess,中国象棋；象棋
KV001471,Chinese ink painting,中国水墨画
KV001472,Chinese leaves,大白菜
KV001473,Chinese New Year,中国新年；春节
KV001474,Chinese New Year's Day,中国新年第一天；大年初一
KV001475,Chinese New Year's Eve,除夕夜
KV001476,chips,[食品] 炸土豆条
KV001477,chocolate,巧克力
KV001478,choir,合唱团；合唱队
KV001479,Chongyang Festival,重阳节
KV001480,choose,选择
KV001481,chopstick,筷子
KV001482,chorus,合唱；齐声
