NoteID,CanonicalWord,SenseLabel
KV001867,happiness,幸福；快乐
KV001868,harbour,海港；港口
KV001869,harder,更难的；更困难的
KV001870,hardly,"几乎不,简直不"
KV001871,hardly ever,几乎从不；很少
KV001872,hare,野兔
KV001873,hate,讨厌；憎恨
KV001874,have a cold,感冒；患感冒
KV001875,have a fever,发烧
KV001876,have a good time,玩得开心；过得愉快
KV001877,have a headache,头痛；头疼
KV001878,have a meeting,开会
KV001879,have a party,举行聚会；开派对
KV001880,have a rest,休息一下
KV001881,have a toothache,牙痛；牙疼
KV001882,have breakfast,吃早餐；吃早饭
KV001883,have dinner,吃晚饭；吃正餐
KV001884,have fun,玩得开心；玩得愉快
KV001885,have lunch,吃午饭
KV001886,have to,必须；不得不
KV001887,Hawaii,夏威夷
KV001888,hay,干草
KV001889,head teacher,校长；班主任
KV001890,health,健康
KV001891,healthy,健康的
KV001892,heart,心；心脏
KV001893,heat,热；热量；高温
KV001894,heaviest,最重的
KV001895,heavy,重的；沉重的
KV001896,height,身高；高度
KV001897,helicopter,直升机
KV001898,hello,你好；喂
KV001899,helmet,头盔
KV001900,hen,母鸡
KV001901,hero,英雄；主人公
KV001902,heroine,女主角；女英雄
KV001903,hi,嗨；你好
KV001904,hide,躲藏；隐藏
KV001905,hide-and-seek,捉迷藏
KV001906,hiding,躲藏；隐藏
KV001907,high,高的
KV001908,high jump,跳高
KV001909,himself,他自己
KV001910,hippo,河马
KV001911,history,历史
KV001912,history museum,历史博物馆
KV001913,hit,打；击
KV001914,hold,拿着；握住
KV001915,hole,洞；孔
KV001916,holiday,假日；假期；节日
KV001917,hollow,中空的；空心的
KV001918,hometown,家乡；故乡
KV001919,honey,蜂蜜
KV001920,Hong Kong,香港
KV001921,hood,兜帽；头罩
KV001922,hop,单脚跳；跳跃
KV001923,horn,角；犄角
KV001924,horrible,可怕的；糟糕的
KV001925,horror film,恐怖电影
KV001926,hot dog,热狗
KV001927,housework,家务
KV001928,housing estate,住宅区
KV001929,however,然而；不过
KV001930,huge,巨大的；庞大的
KV001931,hundred,一百；百
KV001932,hunt,搜寻；寻找
KV001933,hurry,匆忙；赶紧
KV001934,hut,小屋；棚屋
KV001935,hybrid rice,杂交水稻
KV001936,Hyde Park,海德公园
KV001937,ice,冰
KV001938,Ice and Snow Festival,冰雪节
KV001939,ice fishing,冰钓
KV001940,ice hockey,冰球运动
KV001941,ice skate,冰鞋；溜冰鞋
KV001942,iced tea,冰茶；冰镇茶
KV001943,ICT,信息与通信技术（ICT）
KV001944,illness,病
KV001945,immediately,立即；马上
KV001946,impolite,不礼貌的；粗鲁的
KV001947,important,重要的
KV001948,in a short time,不久；很快
KV001949,in danger,处于危险中
KV001950,in front of,在……前面
KV001951,in the end,最后；最终
KV001952,in the middle,在中间；在中部
KV001953,in the past,过去；在过去
KV001954,India,印度
KV001955,indoor,室内的；户内的
KV001956,information,信息；资料
KV001957,injection,注射；打针
KV001958,ink,墨水；墨汁
KV001959,insect museum,昆虫博物馆
KV001960,inside,里面；在里面；在……里面
KV001961,instead,代替；反而
KV001962,intelligent,聪明的；有智慧的
