NoteID,CanonicalWord,SenseLabel
KV002923,visitor,参观者；访客
KV002924,voice,声音；嗓音
KV002925,volleyball,排球
KV002926,volume,音量
KV002927,wait,等待；等候
KV002928,walk the dog,遛狗
KV002929,walk through,走过；穿过
KV002930,wallet,钱包；皮夹
KV002931,war,战争
KV002932,warm jacket,保暖外套
KV002933,warm-up,热身；准备运动
KV002934,warning,警告；警示
KV002935,washing machine,洗衣机
KV002936,watch a film,看电影；观看电影
KV002937,watch TV,看电视
KV002938,watches,手表（watch 的复数）
KV002939,water the plants,给植物浇水
KV002940,watermelon,西瓜
KV002941,way,路；道路；方向
KV002942,we will,我们将会；我们会
KV002943,weak,虚弱的；弱小的
KV002944,weather report,天气预报；天气报告
KV002945,web,网；蛛网
KV002946,website,网站
KV002947,weekday,工作日；平日
KV002948,weigh,称重量；重……
KV002949,weight,重量；体重
KV002950,well,好；很好地
KV002951,well-known,著名的；众所周知的
KV002952,Wellington,惠灵顿
KV002953,western,西方的；西部的
KV002954,wham,砰的一声；重击声
KV002955,wheat,小麦
KV002956,wheel,车轮；轮子
KV002957,while,当……的时候
KV002958,white,白色；白色的
KV002959,White House,白宫
KV002960,whiteboard,白板
KV002961,whole grains,全谷物；全谷类
KV002962,wide,宽的；宽阔的
KV002963,wife,妻子
KV002964,wild,野生的
KV002965,wild geese,大雁；雁（wild goose 的复数）
KV002966,will,将；会（表示将来）
KV002967,wind-bell,风铃
KV002968,windmill,风车
KV002969,windsurf,玩帆板；风帆冲浪
KV002970,wing,翅膀；翼
KV002971,winter holiday,寒假
KV002972,Winter Olympics,冬季奥运会
KV002973,wise,明智的；聪明的
KV002974,wish,愿望；祝愿
KV002975,without,没有；不带
KV002976,wizard,巫师；男巫
KV002977,wolf,狼
KV002978,wolfie,Wolfie（狼的名字）
KV002979,women,女人们；妇女们（woman 的复数）
KV002980,wood,木头；木材
KV002981,wooden,木制的
KV002982,woods,树林；森林
KV002983,woof,汪；狗叫声
KV002984,wool,羊毛；毛料
KV002985,woollen,羊毛制的；毛织的
KV002986,word book,单词本；词汇本
KV002987,work out,锻炼；健身
KV002988,World Car Free Day,世界无车日
KV002989,World Cup,世界杯
KV002990,would like,想要
KV002991,wrap,包；包裹
KV002992,wrapping paper,包装纸
KV002993,wrist,手腕；腕关节
KV002994,write,写；书写
KV002995,X-ray,X光；X光片
KV002996,yard,院子；庭院
KV002997,year book,年鉴
KV002998,yet,还；尚
KV002999,yo-yo,溜溜球；悠悠球
KV003000,yogurt,酸奶
KV003001,youngest,最年轻的；年龄最小的
KV003002,yourself,你自己
KV003003,yoyo,悠悠球
KV003004,yuan,元（人民币货币单位）
KV003005,yucky,恶心的；讨人厌的
KV003006,yuk,笑声；引人发笑的事
KV003007,yum,真好吃；好吃；美味
KV003008,yummy,美味的；好吃的
KV003009,zebra,斑马
KV003010,zebra crossing,斑马线；人行横道
KV003011,zero,零
KV003012,zip,拉链
KV003013,zip code,邮政编码；邮编
KV003014,zipper,拉链
KV003015,zongzi,粽子
