NoteID,CanonicalWord,SenseLabel
KV002251,opposite,在……对面；对面的
KV002252,orchard,果园
KV002253,order,顺序；次序
KV002254,ostrich,鸵鸟
KV002255,Ottawa,渥太华（加拿大首都）
KV002256,out,向外；出去
KV002257,outdoor,户外的；室外的
KV002258,outdoors,在户外；在室外
KV002259,outgoing,开朗的；外向的
KV002260,outing,郊游；远足；短途旅行
KV002261,outside,在外面；外面的
KV002262,over,在……上方；在……上面
KV002263,over here,在这里；这边
KV002264,over there,在那边；在那里
KV002265,owl,猫头鹰
KV002266,ox,牛；公牛
KV002267,Oxford,牛津（英国城市）
KV002268,pack,打包；收拾
KV002269,packet,小包；一包
KV002270,pad,护垫；护具
KV002271,page,页；页面
KV002272,pain,疼痛；痛
KV002273,paintbrush,画笔
KV002274,painter,画家；油漆工
KV002275,painting,画；绘画作品
KV002276,palace,宫殿
KV002277,Palace Museum,故宫博物院
KV002278,pan,平底锅
KV002279,pancake,薄饼；煎饼
KV002280,pants,裤子
KV002281,Papa Westray,帕帕韦斯特雷岛
KV002282,paper clip,回形针
KV002283,paper cutting,剪纸；剪纸艺术
KV002284,parade,游行
KV002285,Parents' Day,家长日
KV002286,parking,停车
KV002287,parrot,鹦鹉
KV002288,part,部分；一部分
KV002289,participate,参加；参与
KV002290,partner,伙伴；搭档
KV002291,passenger,乘客；旅客
KV002292,passport,"护照,通行证"
KV002293,password,密码；口令
KV002294,past,过（用于钟点）
KV002295,past,过去；从前
KV002296,past,经过；越过
KV002297,pat,轻拍
KV002298,path,小路；道路
KV002299,patient,有耐心的
KV002300,pavement,人行道
KV002301,pay,支付；付款
KV002302,pay attention to,注意；留意
KV002303,PE class,体育课
KV002304,pea,豌豆
KV002305,peace,和平
KV002306,peach,桃；桃子
KV002307,peacock,孔雀
KV002308,pen friend,笔友
KV002309,pen holder,笔筒；笔架
KV002310,pencil case,铅笔盒；笔袋
KV002311,pepper,甜椒；辣椒
KV002312,peppers,甜椒；辣椒
KV002313,perfect,完美的；极好的
KV002314,perform,表演；演出
KV002315,perhaps,也许；或许
KV002316,person,人；个人
KV002317,personal,个人的；私人的
KV002318,pest,害虫
KV002319,phone box,电话亭
KV002320,phone call,电话；电话通话
KV002321,phone number,电话号码
KV002322,photograph,照片；相片
KV002323,photographer,摄影师
KV002324,physical education,体育；体育课
KV002325,physics,物理学
KV002326,pianist,钢琴家；钢琴演奏者
KV002327,Picasso,毕加索
KV002328,pick,挑选；选择
KV002329,pick up,捡起；拾起
KV002330,picture,图片；图画；照片
KV002331,pie,馅饼；派
KV002332,piece,块；片；件
KV002333,pill,药丸；药片
KV002334,pillow,枕头
KV002335,pilot,飞行员
KV002336,pineapple,菠萝；凤梨
KV002337,pirate,海盗
KV002338,pizza,比萨饼；披萨
KV002339,place of interest,名胜；景点
KV002340,places of interest,名胜；景点
KV002341,plan,计划；打算
KV002342,plant trees,植树；种树
KV002343,plaster,膏药；创可贴
KV002344,plastic,塑料；塑料的
KV002345,plastic bag,塑料袋
KV002346,plate,盘子；碟子
