NoteID,CanonicalWord,SenseLabel
KV001675,especially,尤其；特别
KV001676,eve,前夕
KV001677,even,甚至；连……都
KV001678,every,每一；每个
KV001679,every year,每年
KV001680,everybody,每个人；人人
KV001681,everything,每件事物；一切
KV001682,example,例子；示例
KV001683,except,除了……以外
KV001684,excuse,借口；理由
KV001685,exit,出口
KV001686,experience,经历；体验
KV001687,experiment,实验；试验
KV001688,explain,解释；说明
KV001689,explore,探索；探险
KV001690,eyesight,视力
KV001691,fact,事实
KV001692,factory,工厂
KV001693,fair,公平的；公正的
KV001694,fairest,最美的（fair 的最高级）
KV001695,fairy,仙女；小精灵
KV001696,fairy tale,童话故事
KV001697,fall asleep,入睡；睡着
KV001698,fall down,跌倒；倒下
KV001699,fall off,从……掉下来；跌落
KV001700,fall over,跌倒；摔倒
KV001701,family name,姓；姓氏
KV001702,family tree,家谱；家族树
KV001703,far,远；远的
KV001704,far from,远离；离……远
KV001705,fare,票价
KV001706,fashion show,时装秀
KV001707,fast food,快餐；速食
KV001708,fastest,最快的
KV001709,fat,胖的
KV001710,feature,特点；特征
KV001711,feed the fish,喂鱼
KV001712,feeling,感觉；感受
KV001713,ferry,渡船
KV001714,fete,游乐会；庆祝会
KV001715,field,田地；田野
KV001716,fiercely,猛烈地；激烈地
KV001717,fifty-four,五十四
KV001718,fight,打架；战斗
KV001719,fill,填满；装满
KV001720,fill out,填写；填好（表格）
KV001721,filling,馅料
KV001722,finally,最后；终于
KV001723,find out,查明；弄清；发现
KV001724,fine,好的；健康的；不错的
KV001725,finger,手指
KV001726,firecracker,鞭炮；爆竹
KV001727,fireman,消防员
KV001728,firework,烟花；烟火
KV001729,first floor,一楼；第一层
KV001730,fish and chips,炸鱼薯条
KV001731,fisherman,渔夫；渔民
KV001732,fishing,钓鱼
KV001733,fit,健康的；健壮的
KV001734,fitting room,试衣室
KV001735,five-stones,(抛掷五颗小石子的)五子游戏
KV001736,fix,修理；修好
KV001737,flag,旗；旗帜
KV001738,Flag Day,国旗日（美国，6月14日）
KV001739,flat,瘪的；没气的（轮胎）
KV001740,flavour,味道；风味
KV001741,flight,航班；班机
KV001742,flipper,脚蹼
KV001743,flour,面粉
KV001744,flower shop,花店
KV001745,flute,长笛
KV001746,fly away,飞走；飞离
KV001747,fly,苍蝇
KV001748,flyover,立交桥；天桥
KV001749,fold,折叠；折起来
KV001750,fool,傻瓜；笨蛋
KV001751,foolish,愚蠢的；傻的
KV001752,football player,足球运动员
KV001753,footballer,足球运动员
KV001754,footbridge,人行桥；步行桥
KV001755,forecast,预报；预测
KV001756,foreign,外国的
KV001757,forever,永远
KV001758,form,表格
KV001759,forty-five,四十五
KV001760,forty-six,四十六
KV001761,fountain,喷泉
KV001762,fountain pen,钢笔；自来水笔
KV001763,fourteenth,第十四
KV001764,fourth,第四
KV001765,fox,狐狸
KV001766,France,法国
KV001767,fresh,新鲜的；清新的
KV001768,fridge,冰箱；电冰箱
KV001769,fried rice,炒饭
KV001770,friendship,友谊；友情
