NoteID,CanonicalWord,SenseLabel
KV002155,Mount Taishan,泰山
KV002156,mountain climbing,登山；爬山
KV002157,movie,电影
KV002158,movie theater,电影院
KV002159,Mr,先生
KV002160,much,许多；很多
KV002161,mud,泥；泥巴
KV002162,mum,妈妈
KV002163,Munich,慕尼黑
KV002164,mushroom,蘑菇
KV002165,mushrooms,蘑菇
KV002166,music class,音乐课
KV002167,music room,音乐教室；音乐室
KV002168,musician,音乐家
KV002169,must,必须；一定要
KV002170,nail,指甲
KV002171,name tag,名牌；姓名牌
KV002172,national flag,国旗
KV002173,Native American,美洲原住民
KV002174,natural,自然的；天然的
KV002175,naughty,淘气的；顽皮的
KV002176,nearby,在附近；附近的
KV002177,nearly,"差不多,几乎"
KV002178,neck,脖子；颈部
KV002179,necklace,项链
KV002180,neighbour,邻居
KV002181,neither,两者都不
KV002182,nephew,侄子；外甥
KV002183,nervous,紧张的；焦虑的
KV002184,Nessie,尼斯湖水怪（Nessie）
KV002185,nest,鸟巢；窝
KV002186,net,网；网子
KV002187,New South Wales,新南威尔士州
KV002188,New York,纽约
KV002189,news,新闻；消息
KV002190,next,下一个；接下来
KV002191,next time,下一次；下次
KV002192,next week,下周；下星期
KV002193,niece,侄女；外甥女
KV002194,nineteen,十九
KV002195,nineteenth,第十九
KV002196,ninety,九十
KV002197,Nintendo,任天堂
KV002198,ninth,第九
KV002199,no entry,禁止进入
KV002200,no smoking,禁止吸烟
KV002201,no swimming,禁止游泳
KV002202,nobody,没有人；无人
KV002203,nod,点头
KV002204,noisy,吵闹的；嘈杂的
KV002205,none,没有一个；没有任何人或东西
KV002206,nonsense,胡说；废话
KV002207,noodle,面条
KV002208,noon,中午；正午
KV002209,North Pole,北极
KV002210,north-east,东北；东北方
KV002211,north-west,西北；西北方
KV002212,northeast,东北；东北方向
KV002213,northwest,西北；西北方向
KV002214,not,不；没有（否定词）
KV002215,note,笔记；便条
KV002216,note pad,记事本
KV002217,notebook,笔记本
KV002218,noticeboard,布告栏；公告栏
KV002219,Nottingham,诺丁汉
KV002220,nowadays,现今；如今
KV002221,number,数字；号码
KV002222,nut,坚果
KV002223,o'clock,……点钟
KV002224,object,物体；物品
KV002225,occupation,职业
KV002226,Ocean Park,海洋公园
KV002227,octopus,章鱼
KV002228,of,……的；属于……的
KV002229,office building,办公楼
KV002230,official,官方的；正式的
KV002231,oil,油
KV002232,oil painting,油画
KV002233,oily,油腻的；含油多的
KV002234,oldest,最老的；最旧的
KV002235,Olympic,奥林匹克的
KV002236,Olympic Games,奥林匹克运动会；奥运会
KV002237,on holiday,在度假；休假中
KV002238,on the left,在左边；在左侧
KV002239,on the phone,在打电话；通过电话
KV002240,on the right,在右边；在右侧
KV002241,on the way,在路上；途中
KV002242,once,一次
KV002243,once upon a time,从前；很久很久以前
KV002244,one by one,一个接一个地；逐个地
KV002245,one day,有一天；某一天
KV002246,onion,洋葱
KV002247,online,在线的；在线地
KV002248,open day,开放日
KV002249,opera,歌剧；歌剧院
KV002250,opera house,歌剧院
