NoteID,CanonicalWord,SenseLabel
KV001291,awful,糟糕的；可怕的
KV001292,ax,斧头
KV001293,baby,婴儿；宝宝
KV001294,baby brother,弟弟；小弟弟
KV001295,back,向后；回到原处
KV001296,backpack,背包；双肩背包
KV001297,bacon,培根；熏猪肉
KV001298,badly,严重地；很差地
KV001299,bag,袋子；包
KV001300,bake,烘烤；烘焙
KV001301,baker,面包师；面包工人
KV001302,bakery,面包店
KV001303,balloon,气球
KV001304,band,乐队
KV001305,bandage,绷带；用绷带包扎
KV001306,Bangkok,曼谷
KV001307,bar,条；棒；块（食品）
KV001308,barbecue,烧烤；烧烤野餐
KV001309,baseball,棒球；棒球运动
KV001310,bath,洗澡；沐浴
KV001311,battle,战斗；战役
KV001312,bay,海湾
KV001313,be,是；成为（be 的原形）
KV001314,be able to,能够；可以
KV001315,be born,出生
KV001316,be careful with,小心……；注意……
KV001317,be full of,充满……
KV001318,be interested in,对……感兴趣
KV001319,be late for,……迟到；迟到
KV001320,be weak in,不擅长……；在……方面较弱
KV001321,bean,豆；豆子
KV001322,beans,豆子；豆类
KV001323,beautifully,漂亮地；优美地
KV001324,beauty,美；美丽；美景
KV001325,bedtime,就寝时间；睡觉时间
KV001326,beep,哔哔声；发出哔哔声
KV001327,Beijing Opera,京剧
KV001328,believe,相信；认为
KV001329,bell,铃；钟
KV001330,belt,腰带；皮带
KV001331,bench,长凳
KV001332,bend,弯曲；弯下
KV001333,beside,在……旁边
KV001334,better and better,越来越好
KV001335,bicycle,自行车
KV001336,biggest,最大的
KV001337,bike,自行车
KV001338,bike ride,骑自行车出行；骑车兜风
KV001339,bin,垃圾箱；垃圾桶
KV001340,biscuit,饼干
KV001341,bitter,苦的；苦味的
KV001342,black rhino,黑犀牛
KV001343,blazer,运动夹克；西装外套
KV001344,blink,眨眼
KV001345,block,街区
KV001346,blond,金发的
KV001347,blood,血；血液
KV001348,blouse,女衬衫；女式上衣
KV001349,blow,吹；刮
KV001350,blow off,吹掉；刮掉
KV001351,blue whale,蓝鲸
KV001352,blunt,钝的；不锋利的
KV001353,blush,脸红
KV001354,board,上车；登上（交通工具）
KV001355,boarding card,登机卡；登船卡
KV001356,boarding pass,登机牌
KV001357,boating,划船；划船活动
KV001358,boil,煮沸；烧开
KV001359,bone,骨头；骨骼
KV001360,bookshelf,书架
KV001361,bookstore,书店
KV001362,bookworm,书虫；爱读书的人
KV001363,boot,靴子
KV001364,bored,感到无聊的；厌倦的
KV001365,borrow,借；借入
KV001366,boss,老板；上司
KV001367,bottom,底部；底端
KV001368,bow and arrow,弓箭
KV001369,bowling,保龄球；保龄球运动
KV001370,brake,刹车；制动
KV001371,branch,树枝
KV001372,brave,勇敢的
KV001373,Brazil,巴西
KV001374,breakfast,早餐；早饭
KV001375,breath,呼吸；气息
KV001376,bridge,桥
KV001377,bright,明亮的；光亮的
KV001378,brightly,明亮地；鲜明地
KV001379,bring back,带回；拿回
KV001380,Britain,英国；大不列颠
KV001381,British,英国的；英国人
KV001382,broom,扫帚
KV001383,brown,棕色；棕色的
KV001384,brush,画笔；毛笔
KV001385,bucket,水桶；桶
KV001386,budgie,虎皮鹦鹉
