NoteID,CanonicalWord,SenseLabel
KV001195,100-meter race,100米赛跑
KV001196,20th,第二十；20日
KV001197,21st,第二十一；21日
KV001198,22nd,第二十二；22日
KV001199,23rd,第二十三；23日
KV001200,2nd,第二；2日
KV001201,30th,第三十；30日
KV001202,31st,第三十一；31日
KV001203,3rd,第三；3日
KV001204,4th,第四；4日
KV001205,a bit,有点儿；稍微
KV001206,a knife and fork,一副刀叉
KV001207,a liter of milk,一升牛奶
KV001208,a little,一点；少量
KV001209,a long time ago,很久以前
KV001210,a pair of,一双；一对
KV001211,a piece of,一块；一片；一件
KV001212,ability,能力；才能
KV001213,able,能
KV001214,aboard,在船上；在飞机上；在火车上
KV001215,about,关于；有关
KV001216,above,在……上面；在……之上
KV001217,abroad,在国外；到国外
KV001218,absent,缺席的；不在的
KV001219,accident,事故；意外
KV001220,across,穿过；横过
KV001221,activity,活动
KV001222,actor,男演员
KV001223,address,地址
KV001224,adult,成年人；成人
KV001225,adventure,冒险；冒险经历
KV001226,advertisement,广告；宣传
KV001227,aeroplane,飞机
KV001228,afraid of,害怕……；担心……
KV001229,again,再；又；再一次
KV001230,ahead,向前；在前面
KV001231,air,空气
KV001232,air-conditioned,有空调的
KV001233,airplane,飞机
KV001234,alarm clock,闹钟
KV001235,Alaska,阿拉斯加州
KV001236,alive,活着的；有生命的
KV001237,all around,四处；到处
KV001238,all day,整天；一整天
KV001239,all over the world,世界各地；遍及全世界
KV001240,all the time,一直；始终
KV001241,all year round,全年；一年到头
KV001242,almost,"差不多,几乎"
KV001243,alone,独自的；独自地
KV001244,along,沿着；顺着
KV001245,aloud,大声地；出声地
KV001246,alphabet,字母表
KV001247,already,已经；早已
KV001248,alright,好吧；没问题的
KV001249,am,是（be 的第一人称单数现在式）
KV001250,ambulance,救护车
KV001251,America,美国
KV001252,American football,美式足球
KV001253,amusement park,游乐园；游乐场
KV001254,ankle,脚踝；踝关节
KV001255,ant,蚂蚁
KV001256,anyone,任何人；无论谁
KV001257,anytime,任何时候；随时
KV001258,anyway,无论如何；总之
KV001259,anywhere,任何地方；无论哪里
KV001260,appear,出现；出现于
KV001261,Arctic,北极地区；北极的
KV001262,are not,不是；没有；不（are 的否定形式）
KV001263,area,地区；区域
KV001264,Argentina,阿根廷
KV001265,argue,争论；争吵
KV001266,art museum,美术馆
KV001267,art room,美术教室
KV001268,as well,也；还
KV001269,asleep,睡着的
KV001270,assistant,助手；助理
KV001271,at all,根本；完全（用于否定或疑问）
KV001272,at first,起初；一开始
KV001273,at home,在家
KV001274,at last,终于；最后
KV001275,at night,在夜里；晚上
KV001276,at noon,在中午
KV001277,at the end of,在……末尾；在……结束时
KV001278,at the same time,同时；与此同时
KV001279,at the top of,在……顶部；在……最上面
KV001280,at the weekend,在周末
KV001281,at work,在工作；工作中
KV001282,athlete,运动员
KV001283,attention,注意；注意力
KV001284,auntie,阿姨；姑妈；姨妈
KV001285,Australia Day,澳大利亚日
KV001286,Australian,澳大利亚的；澳大利亚人
KV001287,Australian football,澳式足球
KV001288,autograph,亲笔签名
KV001289,aviary,鸟舍；大鸟笼
KV001290,away,离开；在远处
