NoteID,CanonicalWord,SenseLabel
KV001963,interested,感兴趣的
KV001964,International Children's Day,国际儿童节
KV001965,interview,采访；面试
KV001966,interviewer,采访者；采访人
KV001967,introduce,介绍
KV001968,introduction,介绍；自我介绍
KV001969,invitation,邀请
KV001970,invite,邀请
KV001971,iPad,iPad（苹果平板电脑）
KV001972,iPhone,iPhone（苹果手机）
KV001973,iPod,iPod（苹果音乐播放器）
KV001974,iron,熨；熨烫
KV001975,Italian,意大利的
KV001976,Italy,意大利
KV001977,jack-o'-lantern,南瓜灯；杰克灯
KV001978,jam,果酱
KV001979,Japan,日本
KV001980,Japanese,日本的；日本人；日语
KV001981,jasmine,茉莉；茉莉花
KV001982,jeans,牛仔裤
KV001983,jeep,吉普车
KV001984,jelly,果冻
KV001985,jet,喷气式飞机
KV001986,jet-ski,水上摩托；摩托艇
KV001987,jiaozi,饺子
KV001988,jog,慢跑
KV001989,join,加入；参加
KV001990,joke,玩笑；笑话
KV001991,journey,旅行；行程
KV001992,joy,欢乐；快乐；喜悦
KV001993,juggle,玩杂耍
KV001994,juggler,杂耍演员；玩杂耍的人
KV001995,jungle,丛林；密林
KV001996,junior high school,初中；初级中学
KV001997,junk food,垃圾食品
KV001998,karate,空手道
KV001999,keep on,继续；坚持
KV002000,keep quiet,保持安静
KV002001,key,钥匙
KV002002,keyboard,键盘
KV002003,kill,杀死；杀害
KV002004,kindergarten,幼儿园
KV002005,kingfisher,翠鸟
KV002006,kiss,亲吻；吻
KV002007,kiwi,几维鸟
KV002008,knee,膝盖
KV002009,knock,敲；敲门
KV002010,knock down,撞倒；击倒；拆倒
KV002011,kung fu,功夫；中国功夫
KV002012,Kung Fu Panda,功夫熊猫
KV002013,L. A. Lakers,洛杉矶湖人队
KV002014,L.A.,洛杉矶
KV002015,lab,实验室
KV002016,Labor Day,劳动节
KV002017,ladder,梯子
KV002018,lady,女士；夫人
KV002019,ladybird,瓢虫
KV002020,land,陆地；土地
KV002021,language,语言
KV002022,lantern,灯笼
KV002023,last night,昨晚；昨天晚上
KV002024,latest,最新的；最近的
KV002025,laugh at,嘲笑；因……发笑
KV002026,lawn,草坪
KV002027,lazy,懒惰的；懒洋洋的
KV002028,lead,带领；引导
KV002029,leader,首领；领导者
KV002030,learn,学习；学会
KV002031,least,最少；最小
KV002032,left,左边；左侧
KV002033,lemon,柠檬
KV002034,lemonade,柠檬水
KV002035,leopard,豹；豹子
KV002036,let,让；允许
KV002037,librarian,图书馆员
KV002038,library card,借书证；图书馆卡
KV002039,lie,说谎；撒谎
KV002040,life,生活；生命
KV002041,lifeguard,救生员
KV002042,lift,电梯
KV002043,lift,举起；抬起
KV002044,light bulb,灯泡
KV002045,light rail,轻轨
KV002046,lion,狮子
KV002047,lion dance,舞狮
KV002048,listen,听；倾听
KV002049,listen to,听；倾听
KV002050,litter,垃圾；废弃物
KV002051,Little Red Riding Hood,小红帽
KV002052,Loch Ness,尼斯湖
KV002053,lock,锁
KV002054,lollipop,棒棒糖
KV002055,lolly,棒棒糖
KV002056,London Eye,伦敦眼
KV002057,London Zoo,伦敦动物园
KV002058,long ago,很久以前；从前
