NoteID,CanonicalWord,SenseLabel
KV002539,secret,秘密；秘密的
KV002540,secretary,秘书
KV002541,section,部分；区域
KV002542,see a doctor,看医生；就医
KV002543,see the world,看看世界；见世面
KV002544,seek,寻找；寻求
KV002545,seesaw,跷跷板
KV002546,seldom,很少；不常
KV002547,sentence,句子
KV002548,serious,严肃的；认真的
KV002549,seventeen,十七
KV002550,seventeenth,第十七
KV002551,seventh,第七
KV002552,seventy,七十
KV002553,several,几个；数个
KV002554,shake,摇动；摇晃
KV002555,shall,shall 情态动词（用于将来/提议等）
KV002556,Shanghai Museum,上海博物馆
KV002557,shape,形状
KV002558,share,分享；共享
KV002559,sharp,尖的；锋利的
KV002560,shelf,架子；搁板
KV002561,shell,贝壳；壳
KV002562,shelter,避难所；庇护处
KV002563,sheriff,治安官
KV002564,Sherwood Forest,舍伍德森林
KV002565,shine,发光；照耀
KV002566,ship,船
KV002567,shirt pocket,衬衫口袋
KV002568,shock,震惊；惊讶
KV002569,shoe,鞋
KV002570,shop assistant,店员；售货员
KV002571,shopping,购物；买东西
KV002572,shopping bag,购物袋
KV002573,short cut,捷径；近路
KV002574,short race,短跑；短距离比赛
KV002575,shortest,最短的
KV002576,shot,射门
KV002577,shoulder,肩膀
KV002578,shout,喊叫；大声喊
KV002579,shy,害羞的；腼腆的
KV002580,sign,标志；标牌；指示牌
KV002581,signature,签名；署名
KV002582,silly,傻的；愚蠢的
KV002583,silver,银；银色
KV002584,simple,简单的
KV002585,sing English songs,唱英文歌
KV002586,Singapore,新加坡
KV002587,singer,歌手；歌唱家
KV002588,single-decker,单层公共汽车
KV002589,sink,下沉；沉没
KV002590,sir,先生；老师
KV002591,sit,坐；坐下
KV002592,sitting room,起居室；客厅
KV002593,situation,情况；处境
KV002594,sixteen,十六
KV002595,sixth,第六
KV002596,sixty,六十
KV002597,size,大小；尺寸
KV002598,skate,滑冰；溜冰
KV002599,skateboard,滑板
KV002600,skating,滑冰；溜冰
KV002601,sketchbook,写生簿；素描本
KV002602,skid,打滑；滑行
KV002603,skin,皮肤；外皮
KV002604,skip,跳；跳绳
KV002605,skipping rope,跳绳
KV002606,sled,雪橇
KV002607,sleeve,袖子
KV002608,slice,薄片；切片
KV002609,slide show,幻灯片放映
KV002610,slide,滑动；滑行
KV002611,slide,滑梯
KV002612,slight,轻微的
KV002613,slightly,稍微；轻微地
KV002614,slip,滑倒；滑跤
KV002615,slippery,滑的；易滑的
KV002616,slogan,口号；标语
KV002617,slow,慢的；缓慢的
KV002618,slow down,减速；慢下来
KV002619,slowly,慢慢地；缓慢地
KV002620,smallest,最小的
KV002621,smell,闻；气味
KV002622,smile,微笑；笑容
KV002623,smoke,烟；冒烟
KV002624,smoking,吸烟；抽烟
KV002625,smooth,光滑的；平滑的
KV002626,snack,小吃；点心
KV002627,snack bar,小吃店；快餐店
KV002628,snail,蜗牛
KV002629,snap,啪地折断；发出啪的一声
KV002630,snorkel,通气管；用通气管潜泳
KV002631,snorkelling,浮潜
KV002632,so,这么；那么（表示程度）
KV002633,so much,这么多；如此多
KV002634,soap,肥皂
