BatchID,LearnerProfile,LearnerLevel,NoteID,ContentFingerprint,ReviewStatus,ReviewedAt,ReviewerType,ReviewNote
maintenance-front-review-20260912,klose,4,KV000062,3e59ca2694a48fafd2011ae6222d10f2f2727bf1ecc7fd31a0321a7923efb5b4,model-reviewed,2026-09-11,model,"Independent model review of every pending released presentation: target sense, front cue, example and Chinese translation checked; cook noun narrowed, miss verb casing corrected, sure request response and general-size example corrected. Admission is not mastery; no human approval or learning-outcome claim."
maintenance-front-review-20260912,klose,4,KV000074,69d0d95b97ab3986487b8f26530c4977d90dc683d9dc733c959041f3eb09aa56,model-reviewed,2026-09-11,model,"Independent model review of every pending released presentation: target sense, front cue, example and Chinese translation checked; cook noun narrowed, miss verb casing corrected, sure request response and general-size example corrected. Admission is not mastery; no human approval or learning-outcome claim."
maintenance-front-review-20260912,klose,4,KV000075,1af7fa3dd489ba02df73987d1f0eb612c83f6cfcdabffd6baeca10b0d2b0bc95,model-reviewed,2026-09-11,model,"Independent model review of every pending released presentation: target sense, front cue, example and Chinese translation checked; cook noun narrowed, miss verb casing corrected, sure request response and general-size example corrected. Admission is not mastery; no human approval or learning-outcome claim."
maintenance-front-review-20260912,klose,4,KV000080,35017a69484af3c52d0c66494880f335f209afcaded15f4d5556a711d3c56c24,model-reviewed,2026-09-11,model,"Independent model review of every pending released presentation: target sense, front cue, example and Chinese translation checked; cook noun narrowed, miss verb casing corrected, sure request response and general-size example corrected. Admission is not mastery; no human approval or learning-outcome claim."
maintenance-front-review-20260912,klose,4,KV000088,74b87485a13709071e22a9005ab1b269dec93c35f3027a6f1a041786535c732b,model-reviewed,2026-09-11,model,"Independent model review of every pending released presentation: target sense, front cue, example and Chinese translation checked; cook noun narrowed, miss verb casing corrected, sure request response and general-size example corrected. Admission is not mastery; no human approval or learning-outcome claim."
maintenance-front-review-20260912,klose,4,KV000095,329e3ccd63172e63340a152d439c8b8c6705dd74c470e4fa9611cea1b78e5fec,model-reviewed,2026-09-11,model,"Independent model review of every pending released presentation: target sense, front cue, example and Chinese translation checked; cook noun narrowed, miss verb casing corrected, sure request response and general-size example corrected. Admission is not mastery; no human approval or learning-outcome claim."
maintenance-front-review-20260912,klose,4,KV000175,ec8f8925bc3e936bed29862886413c11afcef340ccb1d45123bb321aa7239c12,model-reviewed,2026-09-11,model,"Independent model review of every pending released presentation: target sense, front cue, example and Chinese translation checked; cook noun narrowed, miss verb casing corrected, sure request response and general-size example corrected. Admission is not mastery; no human approval or learning-outcome claim."
maintenance-front-review-20260912,klose,4,KV000176,bf9b481eff360090d0114e4fb2ec6ff903f28fdc16d865ffa7024d02ab9fb0f9,model-reviewed,2026-09-11,model,"Independent model review of every pending released presentation: target sense, front cue, example and Chinese translation checked; cook noun narrowed, miss verb casing corrected, sure request response and general-size example corrected. Admission is not mastery; no human approval or learning-outcome claim."
maintenance-front-review-20260912,klose,4,KV000270,1fbcbe00fa52dfdd04c4e49c6cc0641ac4a96d59211404f777a4e20a8ee22014,model-reviewed,2026-09-11,model,"Independent model review of every pending released presentation: target sense, front cue, example and Chinese translation checked; cook noun narrowed, miss verb casing corrected, sure request response and general-size example corrected. Admission is not mastery; no human approval or learning-outcome claim."
maintenance-front-review-20260912,klose,4,KV000334,a77e728579550ddd80197451093f057eb657e3ff1354ca9a0bd67410131229b9,model-reviewed,2026-09-11,model,"Independent model review of every pending released presentation: target sense, front cue, example and Chinese translation checked; cook noun narrowed, miss verb casing corrected, sure request response and general-size example corrected. Admission is not mastery; no human approval or learning-outcome claim."
