SourceID,SourceEdition,EvidenceFileID,Grade,Semester,Unit,Order,RawExpression,Translation,Page,SourceStatus
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,1,1,When do you finish class in the morning?,你们上午的课到几点结束？,4,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,1,2,We finish class at 1 o'clock.,我们一点钟结束上午的课。,4,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,1,3,What do you do on the weekend?,你周末做什么？,7,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,1,4,I often watch TV and play ping-pong with my father.,我经常看电视，也常和爸爸一起打乒乓球。,7,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,2,1,"Which season do you like best, Miss White?",怀特小姐，你最喜欢哪个季节？,17,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,2,2,Summer.,夏天。,17,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,2,3,Why?,为什么？,17,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,2,4,Because I like summer vacation!,因为我喜欢暑假！,17,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,3,1,When is the party?,聚会什么时候举行？,24,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,3,2,It's in April.,在4月。,24,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,3,3,When is the trip this year?,今年的（秋）游在什么时候？,27,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,3,4,It's in October. We'll go to the Great Wall.,在10月。我们将去长城。,27,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,4,1,When is the art show?,艺术节是哪天？,38,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,4,2,It's on May 1st.,它在5月1日。,38,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,4,3,When is your birthday?,你的生日是哪天？,41,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000afa881fd83ae0159b38be7aa,5,下,4,4,My birthday is on April 4th.,我的生日是4月4日。,41,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,5,1,The yellow picture is mine.,那幅黄色的画是我的。,48,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,5,2,Are these all ours?,这些都是我们的画吗？,48,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,5,3,Whose is it?,这是谁的？,48,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,5,4,It's Zhang Peng's.,是张鹏的。,48,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,5,5,Is he drinking water?,他在喝水吗？,51,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,5,6,"No, he isn't. He's eating.",不是。他在吃东西。,51,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,6,1,What are they doing?,它们在干什么？,58,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,6,2,They're eating lunch.,它们在吃午饭！,58,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,6,3,What's the little monkey doing?,那只小猴子在干什么？,58,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,6,4,It's playing with its mother!,它在和妈妈玩耍！,58,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,6,5,Shh. Talk quietly.,嘘，小声讲话。,61,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000982082308c17f757f40b698b,5,下,6,6,Keep your desk clean.,保持桌面整洁。,61,materialized-from-user-image;source-provenance-resolved;source-provenance-held
