SourceID,SourceEdition,SourceBook,Grade,Semester,Unit,Order,Starred,Entry,Meaning,Page,SourceStatus,EvidenceFileID
pending-identification,pending-identification,grade6-upper,6,上,1,1,yes,was,（be 的第一和第三人称单数过去式）,4,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,2,no,climb,攀登；爬,4,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,3,no,kilometre,（-km）千米；公里,4,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,4,no,gingerbread house,姜饼屋,4,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,5,no,send,邮寄；发送,4,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,6,yes,go,（过去式 went）去；走,6,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,7,no,thousand,一千,6,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,8,no,clay,黏土；陶土,6,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,9,yes,see,（过去式 saw）看见,6,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,10,no,village,村庄；村镇,7,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,11,yes,eat,（过去式 ate）吃,7,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,12,no,dry,干的,7,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,13,yes,take,（过去式 took）做（某个动作；和名词连用代替某个动词）,7,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,14,no,view,景色,7,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,15,no,inspiring,鼓舞人心的,8,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,16,no,bamboo,竹；竹子,8,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,17,no,pumpkin,南瓜,8,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,18,no,restaurant,餐馆；餐厅,8,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,19,no,airport,机场,8,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,20,no,New Zealand,新西兰,4,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,21,no,Hong Kong-Zhuhai-Macao Bridge,港珠澳大桥,5,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,22,no,Paris,巴黎,5,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,23,no,Eiffel Tower,埃菲尔铁塔,5,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,24,no,Terracotta Warriors,兵马俑,6,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,25,no,Jinggangshan Revolution Museum,井冈山革命博物馆,8,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,1,26,no,the Red Army,红军,8,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,2,1,no,paste,粘贴,16,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,2,2,yes,dress,穿衣服,17,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,2,3,no,gala,演出；庆典,17,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,2,4,no,count down,倒计时,17,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,2,5,no,marathon,马拉松赛跑,18,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,2,6,no,as,作为,18,observed-from-klose-textbook,file_000000009cdc81fdbb3d97a81dc23f8f
pending-identification,pending-identification,grade6-upper,6,上,2,7,no,race,赛跑；速度竞赛,18,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,8,yes,run,（过去式 ran）跑；奔跑,18,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,9,no,cheer,欢呼；加油,18,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,10,no,book fair,书市,18,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,11,no,writer,作家；作者,19,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,12,yes,read,（过去式 read /red/）阅读,19,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,13,yes,make,（过去式 made）做；使出现,19,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,14,yes,sing,（过去式 sang）唱（歌）；演唱,19,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,15,yes,wear,（过去式 wore）穿；戴,19,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,16,yes,yesterday,昨天,19,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,17,no,notice,通知,20,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,18,yes,wake,（过去式 woke）醒；醒来,20,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,19,no,later,随后；后来,20,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,20,no,judge,裁判,20,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,21,yes,begin,（过去式 began）开始,20,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
pending-identification,pending-identification,grade6-upper,6,上,2,22,yes,win,（过去式 won）获胜,20,observed-from-klose-textbook,file_00000000022481fdb6484399c1bf9da3
