SourceID,SourceEdition,SourceBook,Grade,Semester,Unit,Order,Starred,Entry,Meaning,Page,SourceStatus,EvidenceFileID
pending-identification,pending-identification,grade6-lower,6,下,1,1,no,younger,（young 的比较级）更年轻的,5,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,2,no,older,（old 的比较级）更年长的,5,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,3,no,taller,（tall 的比较级）更高的,5,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,4,no,shorter,（short 的比较级）更短的；更矮的,5,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,5,no,longer,（long 的比较级）更长的,5,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,6,no,thinner,（thin 的比较级）更瘦的,7,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,7,no,heavier,（heavy 的比较级）更重的,7,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,8,no,bigger,（big 的比较级）更大的,7,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,9,no,smaller,（small 的比较级）更小的,7,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,10,no,stronger,（strong 的比较级）更强壮的,7,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,11,no,dinosaur,恐龙,4,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,12,no,hall,大厅,4,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,13,no,metre,米（美式英语：meter）,4,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,14,no,than,比,4,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
