SourceID,SourceEdition,EvidenceFileID,Grade,Semester,Unit,Order,RawExpression,Translation,Page,SourceStatus
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,1,1,How was your weekend?,你周末过得怎么样？,,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,1,2,It was great! I climbed the Great Wall.,非常棒！我去爬长城了。,,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,1,3,"What did you do, Leo?",你做什么了，利奥？,,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,1,4,"I visited the ""Gingerbread House"" last Saturday.",我上个星期六参观“姜饼屋”了。,,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,1,5,"Where did you go over the summer holidays, Binbin?",你暑假去哪儿了，斌斌？,,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,1,6,I went to Xi'an with my family.,我和家人去西安了。,,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,1,7,What did you do there?,你们在那里做了些什么？,,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,1,8,We went to see the Terracotta Warriors.,我们去看兵马俑了。,,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,1,9,What else did you do?,你们还做什么了？,,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,2,1,"How was your Mid-Autumn Festival holiday, Binbin?",你中秋假期过得怎么样，斌斌？,,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000fc488230846449bba2e62ada,6,上,2,2,It was great!,非常棒！,,materialized-from-user-image;source-provenance-resolved
