SourceID,SourceEdition,EvidenceFileID,Grade,Semester,Unit,Order,RawExpression,Translation,Page,SourceStatus
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,1,1,That's the tallest dinosaur in this hall.,那是这个大厅里最高的恐龙。,4,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,1,2,It's taller than both of us together.,它比我俩加起来还高。,4,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,1,3,How tall are you?,你有多高？,4,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,1,4,I'm 1.65 metres.,我身高1.65米。,4,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,1,5,"What size are your shoes, Mike?",迈克，你穿多大号的鞋？,6,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,1,6,Your feet are bigger than mine. My shoes are size 37.,你的脚比我的大。我穿37号的鞋。,6,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,1,7,How heavy are you?,你体重多少？,6,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,1,8,I'm 48 kilograms.,我体重48公斤。,6,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,2,1,How was your weekend?,你周末过得怎么样？,14,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,2,2,"It was good, thank you.",很好，谢谢。,14,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,2,3,What did you do?,你（周末）干什么了？,14,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,2,4,I stayed at home with your grandma. We drank tea in the afternoon and watched TV.,我和你外婆待在家里。我们喝了下午茶，还看了电视。,14,materialized-from-user-image;source-identity-pending-confirmation
pending-confirmation,pending-confirmation,file_0000000053508230a6489acb98d728ff,6,下,2,5,Did you do anything else?,你还做了其他什么事吗？,14,materialized-from-user-image;source-identity-pending-confirmation
