NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV001735,new-third-party-stable,five-stones,(抛掷五颗小石子的)五子游戏,(抛掷五颗小石子的)五子游戏,We played five-stones after class.,下课后我们玩了五子游戏。,,,,stage::third-party-primary,002569,98c42dfe4d8c28dd115844bf3b751397e1a86f0155ebb26914475b288a424a50,model-curated-pending-review,third-party-learner-content-v1
KV001736,new-third-party-stable,fix,修理；修好,修理；修好,Dad can fix my broken bike.,爸爸能修好我坏掉的自行车。,,,,stage::third-party-primary,001083,cf7477c03048637a8872ca08491ef26a0ac75b8a3b6f5c73bcc5128d8f351367,model-curated-pending-review,third-party-learner-content-v1
KV001737,new-third-party-stable,flag,旗；旗帜,旗；旗帜,The flag is flying above the school.,旗帜在学校上方飘扬。,,[flæɡ],[flæɡ],stage::third-party-primary,001064,9431af1e5c5fd456d470affaf56d4f4634715d1a6b047ac6ec5922896829df7e,model-curated-pending-review,third-party-learner-content-v1
KV001738,new-third-party-stable,Flag Day,国旗日（美国，6月14日）,国旗日（美国，6月14日）,Some Americans display flags on Flag Day.,一些美国人在国旗日悬挂国旗。,,,,stage::third-party-primary,002570,0ddf035f83f4a25f32f25250cf369ad7851b84801637c5b522fb9876d730afdf,model-curated-pending-review,third-party-learner-content-v1
KV001739,new-third-party-stable,flat,瘪的；没气的（轮胎）,瘪的；没气的（轮胎）,My bike tire is flat.,我的自行车轮胎没气了。,,[flæt],[flæt],stage::third-party-primary,001372,c6d08fbfe02ee8498f6654903bb86bf83ea8190e27c636e5c5c02663c560e100,model-curated-pending-review,third-party-learner-content-v1
KV001740,new-third-party-stable,flavour,味道；风味,味道；风味,This ice cream has a strawberry flavour.,这个冰淇淋是草莓味的。,,[ˈfleɪvə(r)],[ˈfleɪvər],stage::third-party-primary,002086,34cfcd876be9a5e39f1273067ca6d0f3d7f2a3951c832abb772bacc8529ba8b9,model-curated-pending-review,third-party-learner-content-v1
KV001741,new-third-party-stable,flight,航班；班机,航班；班机,Our flight leaves at nine.,我们的航班九点起飞。,,[flaɪt],[flaɪt],stage::third-party-primary,002087,2e2c69c536fc174b07e21bc85102d4656349bf62e41c9d34dddd68756cf1e5f2,model-curated-pending-review,third-party-learner-content-v1
KV001742,new-third-party-stable,flipper,脚蹼,脚蹼,The swimmer put on a flipper.,游泳的人穿上一只脚蹼。,,[ˈflɪpə(r)],[ˈflɪpər],stage::third-party-primary,002088,56d7b8b14e45fb44f38dabc175b7ac95f7475e93554d4167eb7e12cf7c4f019f,model-curated-pending-review,third-party-learner-content-v1
KV001743,new-third-party-stable,flour,面粉,面粉,We need flour to make bread.,做面包需要面粉。,,[ˈflaʊə(r)],[ˈflaʊər],stage::third-party-primary,001593,05556cc35b7b8c4d5f979549dcfbb485a731970c1023af37f2758a8961c21d53,model-curated-pending-review,third-party-learner-content-v1
KV001744,new-third-party-stable,flower shop,花店,花店,Mum bought roses at the flower shop.,妈妈在花店买了玫瑰。,,,,stage::third-party-primary,002571,992bac785d95b0f4e6f61703501a6cc87a314725bc76d5a0bbbd456029a9d971,model-curated-pending-review,third-party-learner-content-v1
KV001745,new-third-party-stable,flute,长笛,长笛,She plays the flute in the school band.,她在学校乐队里吹长笛。,,[fluːt],[fluːt],stage::third-party-primary,001249,3b498c48ce54ef6778e17f9f8d50060c8c4c445638dae98abcb0cccf5ebb8fee,model-curated-pending-review,third-party-learner-content-v1
KV001746,new-third-party-stable,fly away,飞走；飞离,飞走；飞离,The bird opened its wings and flew away.,鸟张开翅膀飞走了。,,,,stage::third-party-primary,001468,05de20f107bd3e388ce54db0c148cc43eb5566de15fcfc5d93224eb9676d97e4,model-curated-pending-review,third-party-learner-content-v1
KV001747,new-third-party-stable,fly,苍蝇,苍蝇,A fly landed on the table.,一只苍蝇落在桌上。,,[flaɪ],[flaɪ],stage::third-party-primary,001373,633c706b1415e7d284e6898a42ff8dae09ba13557c8d6501944e22ad0c597e2a,model-curated-pending-review,third-party-learner-content-v1
KV001748,new-third-party-stable,flyover,立交桥；天桥,立交桥；天桥,The cars passed under the flyover.,汽车从立交桥下面经过。,,[ˈflaɪəʊvə(r)],[ˈflaɪoʊvər],stage::third-party-primary,002089,cdb65e870d12417c9c8c63c296c264a4be59a8212851d29e34054c1153916d4b,model-curated-pending-review,third-party-learner-content-v1
KV001749,new-third-party-stable,fold,折叠；折起来,折叠；折起来,Fold the paper in half.,把纸对折。,,[fəʊld],[foʊld],stage::third-party-primary,001595,dd736f44ca3a18a506fba5460593c441cf29b9889f34897a5fe96e771ce1364a,model-curated-pending-review,third-party-learner-content-v1
KV001750,new-third-party-stable,fool,傻瓜；笨蛋,傻瓜；笨蛋,Do not call your friend a fool.,不要叫你的朋友傻瓜。,,[fuːl],[fuːl],stage::third-party-primary,002090,0607d836cb51a06d2c1bf2ba964888890e94f690bbf1551e6e664c62874414fc,model-curated-pending-review,third-party-learner-content-v1
KV001751,new-third-party-stable,foolish,愚蠢的；傻的,愚蠢的；傻的,It was foolish to run across the road.,跑着横穿马路是很愚蠢的。,,[ˈfuːlɪʃ],[ˈfuːlɪʃ],stage::third-party-primary,002091,f59adda236a2a12fecd153e832242770c7e87e12714a135c9f26cbcdec11a7c0,model-curated-pending-review,third-party-learner-content-v1
KV001752,new-third-party-stable,football player,足球运动员,足球运动员,The football player scored a goal.,那名足球运动员进了一个球。,,,,stage::third-party-primary,001789,d1dc78a2be39bb3911ee52b081b70c50b597ebd8eabb0cda0aa880fcafa0cc2a,model-curated-pending-review,third-party-learner-content-v1
KV001753,new-third-party-stable,footballer,足球运动员,足球运动员,My cousin wants to be a footballer.,我表哥想成为一名足球运动员。,,[ˈfʊtbɔːlə(r)],[ˈfʊtbɔːlər],stage::third-party-primary,002092,a06cedc94aecfec57e4cc4a4e569a92ae161bebe7edd5f7019a26246b70db3e9,model-curated-pending-review,third-party-learner-content-v1
