NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV000520,reused-existing-stable,careless,粗心的,粗心的,Don't be careless with your homework.,做作业不要粗心。,,[ˈkeələs],[ˈkerləs],stage::third-party-primary,001564,0638b5aceba990d52aac1af5e7924db4e40ff365242317e702f29cbfb2d469c5,migrated-curated,rj_start1:curation
KV000521,reused-existing-stable,polite,有礼貌的,有礼貌的,The boy is polite to everyone.,这个男孩对每个人都很有礼貌。,,[pəˈlaɪt],[pəˈlaɪt],stage::third-party-primary,001407,47daf112af85a1d9782d21d6f641a056297654542dcb98e2bc0fc3eb5f5e240b,migrated-curated,rj_start1:curation
KV000523,reused-existing-stable,friendly,友好的,友好的,Our new teacher is friendly.,我们的新老师很友好。,,[ˈfrendli],[ˈfrendli],stage::third-party-primary,000958,d58a4ee11a8cff73d56d54a0288baa959e0a58fca5979edb8e4547c55132ed26,migrated-curated,rj_start1:curation
KV000526,reused-existing-stable,popular,受欢迎的,受欢迎的,He is popular at school.,他在学校很受欢迎。,,[ˈpɒpjələ(r)],[ˈpɑːpjələr],stage::third-party-primary,001665,001e27525f5a03bbcbcc65478a101dd85a9a0ed50e54e99afdd1fcd3013f7300,migrated-curated,rj_start1:curation
KV000527,reused-existing-stable,talk,交谈；说话,交谈；说话,We often talk after school.,我们经常放学后聊天。,,[tɔːk],[tɔːk],stage::third-party-primary,000830,4ce8f1ac3d776bd50dfd0135ce06a3ac20594b26828af1bfa452c66b2842a72f,migrated-curated,rj_start1:curation
KV000529,reused-existing-stable,but,但是,但是,He is young but tall.,他很年轻但是个子高。,,[bət],[bət; bʌt],stage::third-party-primary,000748,ba65a2649877869f6df7bed687dd778f26747b1838073560fbd5b5dd47c28b78,migrated-curated,rj_start1:curation
KV000531,reused-existing-stable,bark,狗叫；吠,狗叫；吠,The dog barks at night.,狗在晚上叫。,,[bɑːk],[bɑːrk],stage::third-party-primary,001349,5aa1c6b989dc02ca7fc2f80547a70f23eff66de15ab2342da1550cba0fcd1675,migrated-curated,rj_start1:curation
KV000532,reused-existing-stable,forget,忘记,忘记,Don't forget your schoolbag.,别忘了你的书包。,,[fəˈɡet],[fərˈɡet],stage::third-party-primary,000924,9cf827886b47d4a4e0d840adebc5365a1b42f9ad3806848950cf601a7fd4747a,migrated-curated,rj_start1:curation
KV000534,reused-existing-stable,wear glasses,戴眼镜,戴眼镜,My teacher wears glasses.,我的老师戴眼镜。,,,,stage::third-party-primary,001832,abe74f2918204577610eaced40f4e953c2a3c15a42cb0b3ae3b32c7d117a6b51,migrated-curated,rj_start1:curation
KV000535,reused-existing-stable,slim,苗条的,苗条的,My sister is tall and slim.,我姐姐高而苗条。,,[slɪm],[slɪm],stage::third-party-primary,001704,58ccec3c9b43c4a78c94eec026951db76c2aab2b06e20e5eed3e1ca2c0790ddf,migrated-curated,rj_start1:curation
KV000536,reused-existing-stable,curly,卷曲的,卷曲的,She has curly hair.,她有卷发。,,[ˈkɜːli],[ˈkɜːrli],stage::third-party-primary,002024,3d2a3d39c237eeca80ac5ada07bf8c7044460eca6f6ec55228287e1b061a880f,migrated-curated,rj_start1:curation
KV000537,reused-existing-stable,straight,直的,直的,She has long straight hair.,她有长直发。,,[streɪt],[streɪt],stage::third-party-primary,000966,dc58ba49ecb9b4d61f2d76273c2e79bbfdbb36781df8d6da9e70a24a301ffb94,migrated-curated,rj_start1:curation
