NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV002235,new-third-party-stable,Olympic,奥林匹克的,奥林匹克的,She hopes to become an Olympic athlete.,她希望成为一名奥运选手。,,[əˈlɪmpɪk],[əˈlɪmpɪk],stage::third-party-primary,002245,0d4199b4210e0f7c9d5ce630cf2168851fe881174b5daf4687e271c5c55a09d5,model-curated-pending-review,third-party-learner-content-v1
KV002236,new-third-party-stable,Olympic Games,奥林匹克运动会；奥运会,奥林匹克运动会；奥运会,The Olympic Games are held every four years.,奥运会每四年举行一次。,,,,stage::third-party-primary,002653,315214f0d2d969e9355b23cc9c0f33be76fecd304c07922a72262f577cec23b7,model-curated-pending-review,third-party-learner-content-v1
KV002237,new-third-party-stable,on holiday,在度假；休假中,在度假；休假中,My family is on holiday by the sea.,我们一家正在海边度假。,,,,stage::third-party-primary,001318,3e009d8b017c405e2280e305dadffd8596bfef2cc597ca3f6433c38b424afe99,model-curated-pending-review,third-party-learner-content-v1
KV002238,new-third-party-stable,on the left,在左边；在左侧,在左边；在左侧,The bank is on the left.,银行在左边。,,,,stage::third-party-primary,001505,af71e93d1bcd84ecd8622aee1c01135a81ac369f4881220d50fe73a93a3bf3a8,model-curated-pending-review,third-party-learner-content-v1
KV002239,new-third-party-stable,on the phone,在打电话；通过电话,在打电话；通过电话,Dad is on the phone now.,爸爸现在正在打电话。,,,,stage::third-party-primary,002818,fca3fcddc51a7c5e6f4cebe9ee90d5b8d918620de630339f92975ef462567836,model-curated-pending-review,third-party-learner-content-v1
KV002240,new-third-party-stable,on the right,在右边；在右侧,在右边；在右侧,The post office is on the right.,邮局在右边。,,,,stage::third-party-primary,001506,426f3ee816dee75dbcad56a760353a736f43509be2804d51d2a129d6f3194fd9,model-curated-pending-review,third-party-learner-content-v1
KV002241,new-third-party-stable,on the way,在路上；途中,在路上；途中,We saw a rainbow on the way home.,回家的路上我们看到了彩虹。,,,,stage::third-party-primary,001843,570f05e266978d6d460a3d75ac397868d6fc9e1187dbeb51fb168aecd92c4afb,model-curated-pending-review,third-party-learner-content-v1
KV002242,new-third-party-stable,once,一次,一次,I have been there once.,我去过那里一次。,,[wʌns],[wʌns],stage::third-party-primary,001017,3a384d0d1ca17d2ec9a0c47626b015838dea92b315db6253686b95ca7250f7d9,model-curated-pending-review,third-party-learner-content-v1
KV002243,new-third-party-stable,once upon a time,从前；很久很久以前,从前；很久很久以前,Once upon a time there was a kind king.,从前有一位善良的国王。,,,,stage::third-party-primary,001861,ee32e81a0e1e32a8f523a73c544253ff921fdf5f630879725fa6caa07e3d80b7,model-curated-pending-review,third-party-learner-content-v1
KV002244,new-third-party-stable,one by one,一个接一个地；逐个地,一个接一个地；逐个地,The children came into the room one by one.,孩子们一个接一个地走进房间。,,,,stage::third-party-primary,002821,b97bd28cbafef96b95781e31fe63f0476227d80c6414894ae908eb79a610acdc,model-curated-pending-review,third-party-learner-content-v1
