NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV001935,new-third-party-stable,hybrid rice,杂交水稻,杂交水稻,Hybrid rice can produce a lot of food.,杂交水稻能生产很多粮食。,,,,stage::third-party-primary,002596,6be86585529084893c74207225e5200389e431a78bd18d7245939571c351e1e5,model-curated-pending-review,third-party-learner-content-v1
KV001936,new-third-party-stable,Hyde Park,海德公园,海德公园,We walked through Hyde Park in London.,我们在伦敦的海德公园散步。,,,,stage::third-party-primary,002597,e23e7afa666d224846bca373b5ba3d288cf96a25da9b8cb500f25843b4e0e636,model-curated-pending-review,third-party-learner-content-v1
KV001937,new-third-party-stable,ice,冰,冰,The ice is too thin to walk on.,冰太薄了不能在上面走。,,[aɪs],[aɪs],stage::third-party-primary,001127,69b642468a069759ded614b3f34441e7d2c4243b15806bdd9c13c248e396a319,model-curated-pending-review,third-party-learner-content-v1
KV001938,new-third-party-stable,Ice and Snow Festival,冰雪节,冰雪节,We saw ice sculptures at the Ice and Snow Festival.,我们在冰雪节看到了冰雕。,,,,stage::third-party-primary,002875,dacead1c8cee7bca3f16e83f8f7b3361d5c4d57c571f9a4bac5ee367352914eb,model-curated-pending-review,third-party-learner-content-v1
KV001939,new-third-party-stable,ice fishing,冰钓,冰钓,People go ice fishing on the frozen lake.,人们在结冰的湖上冰钓。,,,,stage::third-party-primary,002598,f0077182936423b3bc5d8a15a0718a91d31f6c93e56f55926dc432c251710f37,model-curated-pending-review,third-party-learner-content-v1
KV001940,new-third-party-stable,ice hockey,冰球运动,冰球运动,They play ice hockey after school.,他们放学后打冰球。,,,,stage::third-party-primary,002599,b2ba9690a54558235b375240c5e0b9f312e8f48c0329d6ecd9a26378a3f0f4ae,model-curated-pending-review,third-party-learner-content-v1
KV001941,new-third-party-stable,ice skate,冰鞋；溜冰鞋,冰鞋；溜冰鞋,I put on my ice skates before going onto the rink.,我上冰场前穿上了冰鞋。,,[ˈaɪs skeɪt],[aɪs skeɪt],stage::third-party-primary,002601,3f3e32b1b0eaf382fc557715a5dab0b716978a7808b86ae83dede0e401ac8fba,model-curated-pending-review,third-party-learner-content-v1
KV001942,new-third-party-stable,iced tea,冰茶；冰镇茶,冰茶；冰镇茶,Would you like some iced tea?,你想喝点冰茶吗？,,,,stage::third-party-primary,002602,78808910a79043a34e8b2d12b0e6c3ad512f82d567da3e7432b8faed292fdb65,model-curated-pending-review,third-party-learner-content-v1
KV001943,new-third-party-stable,ICT,信息与通信技术（ICT）,信息与通信技术（ICT）,We learn how computers communicate in ICT.,我们在信息与通信技术课上学习计算机怎样通信。,,[ˌaɪ siː ˈtiː],[ˌaɪ siː ˈtiː],stage::third-party-primary,002146,c6119da2000792f944280e08866bf9094afb7350529e240ac8e74d02687f17ce,model-curated-pending-review,third-party-learner-content-v1
KV001944,new-third-party-stable,illness,病,病,He missed school because of illness.,他因为生病没去上学。,,[ˈɪlnəs],[ˈɪlnəs],stage::third-party-primary,001615,b5783ce389b42b6c511c99d171c1124b8876eca7b55ee368d12e792efee59c89,model-curated-pending-review,third-party-learner-content-v1
