NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV002335,new-third-party-stable,pilot,飞行员,飞行员,The pilot flew the plane safely.,飞行员安全地驾驶了飞机。,,[ˈpaɪlət],[ˈpaɪlət],stage::third-party-primary,001059,7e774e86f3f7cae8d48576f4772331d8615ddaaafc1d75f4e89fa8dc87c1f2f1,model-curated-pending-review,third-party-learner-content-v1
KV002336,new-third-party-stable,pineapple,菠萝；凤梨,菠萝；凤梨,We cut the pineapple into pieces.,我们把菠萝切成了小块。,,[ˈpaɪnæp(ə)l],[ˈpaɪnæpl],stage::third-party-primary,001190,41b104010e796d8291c3281ae45554b2cd285d54b5a17aeb463a1862efbab490,model-curated-pending-review,third-party-learner-content-v1
KV002337,new-third-party-stable,pirate,海盗,海盗,The pirate sailed across the sea.,海盗驾船穿过大海。,,[ˈpaɪrət],[ˈpaɪrət],stage::third-party-primary,002277,e11427a4562a399ed671e891d04c35e628980c77b26785651f68a2fafd4b7710,model-curated-pending-review,third-party-learner-content-v1
KV002338,new-third-party-stable,pizza,比萨饼；披萨,比萨饼；披萨,We ordered a cheese pizza.,我们点了一个奶酪披萨。,,[ˈpiːtsə],[ˈpiːtsə],stage::third-party-primary,001038,3c9fc79a974c29af6534786f39bfa7403235bf8e6c8bfd3245e658191c86a257,model-curated-pending-review,third-party-learner-content-v1
KV002339,new-third-party-stable,place of interest,名胜；景点,名胜；景点,The Great Wall is a famous place of interest.,长城是一处著名的名胜。,,,,stage::third-party-primary,002823,98c419907dc630d23844c041f28f1a0ecf2f7dd16097494fa46c85ef01217375,model-curated-pending-review,third-party-learner-content-v1
KV002340,new-third-party-stable,places of interest,名胜；景点,名胜；景点,We visited many places of interest in Beijing.,我们参观了北京的许多名胜。,,,,stage::third-party-primary,002824,b3618c67091f11396a6e785f42cd17584e295428321cbe9e25a2ad5ac95205ff,model-curated-pending-review,third-party-learner-content-v1
KV002341,new-third-party-stable,plan,计划；打算,计划；打算,Our plan is to leave early.,我们的计划是早点出发。,,,,stage::third-party-primary,000898,a7827541f2f2e8bb14309638e2888533866446ad0893281802785dbe6ec5ec1e,model-curated-pending-review,third-party-learner-content-v1
KV002342,new-third-party-stable,plant trees,植树；种树,植树；种树,Our class will plant trees this spring.,我们班今年春天要植树。,,,,stage::third-party-primary,001806,3f2fbc5126d1f61e67abc7f71bcc405a60f6c4929f84e619c1c41167b00dfda4,model-curated-pending-review,third-party-learner-content-v1
KV002343,new-third-party-stable,plaster,膏药；创可贴,膏药；创可贴,Put a plaster on the small cut.,在小伤口上贴一个创可贴。,,[ˈplɑːstə(r)],[ˈplæstər],stage::third-party-primary,002279,98e33e21bdbddb2393b40663d17b740c08dfce23fe68d3c96853073daa32fb4a,model-curated-pending-review,third-party-learner-content-v1
KV002344,new-third-party-stable,plastic,塑料；塑料的,塑料；塑料的,This ruler is made of plastic.,这把尺子是塑料做的。,,[ˈplæstɪk],[ˈplæstɪk],stage::third-party-primary,001405,450048351771c8d27713ac9a721e47dddf6121bda54b6ef3adf86505e1bf11ee,model-curated-pending-review,third-party-learner-content-v1
