NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV002735,new-third-party-stable,sweatpants,运动裤；宽松长运动裤,运动裤；宽松长运动裤,I wear sweatpants when I exercise.,我锻炼时穿运动裤。,,[ˈswetpænts],[ˈswetpænts],stage::third-party-primary,002428,392dd87696952f03efc57219017e06df88f08570253ed6eee51548ff1b2cc776,model-curated-pending-review,third-party-learner-content-v1
KV002736,new-third-party-stable,sweet,甜的,甜的,This apple is very sweet.,这个苹果很甜。,,[swiːt],[swiːt],stage::third-party-primary,000944,de232318f32aee0fcdbe85994132a8c26d1c41544c08ae3f8dfb0e62672898b5,model-curated-pending-review,third-party-learner-content-v1
KV002737,new-third-party-stable,sweet potato,红薯；甘薯,红薯；甘薯,We baked a sweet potato for lunch.,我们午饭烤了一个红薯。,,,,stage::third-party-primary,001821,e8c9712a8a6509ae8b5e6bab1a5f42ba92d078d316b68f4fd4760399277b6c5b,model-curated-pending-review,third-party-learner-content-v1
KV002738,new-third-party-stable,sweets,糖果；甜食,糖果；甜食,Do not eat too many sweets.,不要吃太多糖果。,,[swi:ts],[swiːts],stage::third-party-primary,001724,a923e3595e658a44ce4c12fe0010dddd07f6426906037f8ecebe50898d5b752f,model-curated-pending-review,third-party-learner-content-v1
KV002739,new-third-party-stable,swimmer,游泳者；游泳运动员,游泳者；游泳运动员,The swimmer reached the other side first.,那名游泳运动员第一个到达另一边。,,[ˈswɪmə(r)],[ˈswɪmər],stage::third-party-primary,001514,6cdf95a7e8ab0355430ebf4e371c409b430e737a929e6c2a030f6e5735cba2ac,model-curated-pending-review,third-party-learner-content-v1
KV002740,new-third-party-stable,swimming,游泳,游泳,Swimming is my favorite sport.,游泳是我最喜欢的运动。,,[ˈswɪmɪŋ],[ˈswɪmɪŋ],stage::third-party-primary,001292,2b4132ab8b8ed77deeff7f33fcd3f7457bf9bdf207d23013e60c762217d2a17f,model-curated-pending-review,third-party-learner-content-v1
KV002741,new-third-party-stable,swimming cap,泳帽,泳帽,Put on your swimming cap before you enter the pool.,进游泳池前戴好泳帽。,,[ˈswɪmɪŋ kæp],[ˈswɪmɪŋ kæp],stage::third-party-primary,002725,04e7bf7cb9fec96ce32e4857383c2601abccb336308650a93e61e52355ef7f1d,model-curated-pending-review,third-party-learner-content-v1
KV002742,new-third-party-stable,swimming goggles,泳镜,泳镜,My swimming goggles are blue.,我的泳镜是蓝色的。,,,,stage::third-party-primary,002726,f68a2c44390c6a9843cdf410f1dab8dff8eab53ff94df7b00357d7453db242a1,model-curated-pending-review,third-party-learner-content-v1
KV002743,new-third-party-stable,swimming pool,游泳池,游泳池,There is a swimming pool near our school.,我们学校附近有一个游泳池。,,[ˈswɪmɪŋ puːl],[ˈswɪmɪŋ puːl],stage::third-party-primary,001320,084d9feb22cae83e9eb2fb55114c20de754b8fe7416f31c8740646e5f95e76fc,model-curated-pending-review,third-party-learner-content-v1
KV002744,new-third-party-stable,swimsuit,泳衣,泳衣,She put on her swimsuit before swimming.,她游泳前穿上了泳衣。,,[ˈswɪmsuːt],[ˈswɪmsuːt],stage::third-party-primary,001725,3e48a26b02f3a656032d5a2150c68465c774590cb8a541b689a0f2cae1e8fd21,model-curated-pending-review,third-party-learner-content-v1
KV002745,new-third-party-stable,swing,秋千,秋千,The children are playing on the swing.,孩子们正在荡秋千。,,[swɪŋ],[swɪŋ],stage::third-party-primary,001433,74c56be1f8e30236096f231c0a8e6ab7b13f6ca546d234548b210f82e1450453,model-curated-pending-review,third-party-learner-content-v1
KV002746,new-third-party-stable,switch,开关,开关,Turn off the switch before you leave.,离开前关掉开关。,,[swɪtʃ],[swɪtʃ],stage::third-party-primary,002429,8e99aad54bebae7bb27a72fc9c91a083e7d6161eb2aa09390105ba4813b10623,model-curated-pending-review,third-party-learner-content-v1
KV002747,new-third-party-stable,Sydney Harbour Bridge,悉尼海港大桥,悉尼海港大桥,We walked across Sydney Harbour Bridge.,我们步行穿过了悉尼海港大桥。,,,,stage::third-party-primary,002836,a4a0f401e2588ce522bd33c78eaeffd9c1e9e6b63d4b56f1aad4dac9a1900c61,model-curated-pending-review,third-party-learner-content-v1
KV002748,new-third-party-stable,Sydney Opera House,悉尼歌剧院,悉尼歌剧院,We visited Sydney Opera House during our trip.,旅行时我们参观了悉尼歌剧院。,,,,stage::third-party-primary,002837,62f989c104629bb106f721a7271674a1277c8f4bfe476ceff81fd9a2b18941f3,model-curated-pending-review,third-party-learner-content-v1
KV002749,new-third-party-stable,table,桌子,桌子,The books are on the table.,书在桌子上。,,[ˈteɪb(ə)l],[ˈteɪbl],stage::third-party-primary,000855,f11baf752b9c08eb83433d7593ca10c3b4693b006e6467a696808a20a063a9ca,model-curated-pending-review,third-party-learner-content-v1
KV002750,new-third-party-stable,table tennis,乒乓球,乒乓球,We play table tennis after school.,我们放学后打乒乓球。,,['teɪb(ə)l'tenɪs],[ˈteɪbl tenɪs],stage::third-party-primary,001006,e0c524c9df846dd4dba1d7436a49cb476810c061af5fcf0848b0acb66768aa0f,model-curated-pending-review,third-party-learner-content-v1
KV002751,new-third-party-stable,Taipei,台北,台北,Taipei is a large city in Taiwan.,台北是台湾的一座大城市。,,[ˈtaɪˌpeɪ],[ˈtaɪˈbei],stage::third-party-primary,002430,04d95d5bf36b63b8d2219827bcec7a8f2e5ca151751772b8108cc7a2df851c9b,model-curated-pending-review,third-party-learner-content-v1
KV002752,new-third-party-stable,take,拿；取；带走,拿；取；带走,Please take this book to your teacher.,请把这本书拿给你的老师。,,[teɪk],[teɪk],stage::third-party-primary,000679,7ce0935197e9b90af2158c8554cbca518dceb4050817871fefb3443f00d295a1,model-curated-pending-review,third-party-learner-content-v1
KV002753,new-third-party-stable,take a deep breath,深呼吸；做一次深呼吸,深呼吸；做一次深呼吸,Take a deep breath before you begin.,开始前深呼吸一下。,,,,stage::third-party-primary,002882,f64038e4be08023c3cdf560ca7a552fbc0ec4bb48a27d30aaca21c00abcd5977,model-curated-pending-review,third-party-learner-content-v1
KV002754,new-third-party-stable,take a photo,拍照,拍照,Can you take a photo of us?,你能给我们拍张照片吗？,,,,stage::third-party-primary,002838,b5d03cdb49e4d398ec683391153ea638a16a10bdb4014cf5970be6b505c531d7,model-curated-pending-review,third-party-learner-content-v1
KV002755,new-third-party-stable,take a picture,拍照；照相,拍照；照相,I want to take a picture of the rainbow.,我想给彩虹拍张照片。,,,,stage::third-party-primary,002839,eeb863da3d557b574a1a099a9d1a20b209572b0cc29e9837251e5a66f709cc56,model-curated-pending-review,third-party-learner-content-v1
KV002756,new-third-party-stable,take a trip,旅行；去旅行,旅行；去旅行,Our family will take a trip this summer.,我们全家今年夏天要去旅行。,,,,stage::third-party-primary,002840,22c1b08dc74d4c6d6a9092b83b8c8581b4634352e9978b2cd265312900e89a62,model-curated-pending-review,third-party-learner-content-v1
KV002757,new-third-party-stable,take a walk,散步,散步,Let's take a walk after dinner.,晚饭后我们散步吧。,,,,stage::third-party-primary,001327,95cfc39e48097927d99d13f76abab909ba457e576d2e46a3b6a8be6556150283,model-curated-pending-review,third-party-learner-content-v1
KV002758,new-third-party-stable,take away,拿走；带走,拿走；带走,Please do not take away my book.,请不要拿走我的书。,,,,stage::third-party-primary,002727,35c16ffc8afa4942797ecf9ccadce56026aeebace2a3254fa2bb4656495ab678,model-curated-pending-review,third-party-learner-content-v1
KV002759,new-third-party-stable,take down,取下；拿下,取下；拿下,Please take down the picture from the wall.,请把墙上的画取下来。,,['teikdaun],[teɪk daʊn],stage::third-party-primary,002728,2e0e8bb7cdd81437b1c24bdde991ccb90245e2856e71d313f6fd23a21bf5bc17,model-curated-pending-review,third-party-learner-content-v1
KV002760,new-third-party-stable,take off,脱下；摘下,脱下；摘下,Take off your wet coat.,脱下你的湿外套。,,[ˈteɪk ɒf],[ˈteɪk ɔːf],stage::third-party-primary,001217,e896ac562ddc85cafad39493284bf3d1d0daf65d1516ce898d242b6884bbfd25,model-curated-pending-review,third-party-learner-content-v1
KV002761,new-third-party-stable,take part in,参加,参加,Many students take part in the sports meeting.,许多学生参加运动会。,,,,stage::third-party-primary,001851,fa09887317f17e86f5a964783a3a352846aa41235599c705acf8a410907c795e,model-curated-pending-review,third-party-learner-content-v1
KV002762,new-third-party-stable,take pictures,拍照；照相,拍照；照相,We like to take pictures on our trips.,我们旅行时喜欢拍照。,,,,stage::third-party-primary,001822,d59f7d59f8b26defd81e9642c6adef5359260ee030e8281d174ceaec99e7821d,model-curated-pending-review,third-party-learner-content-v1
KV002763,new-third-party-stable,talent,才能；天赋,才能；天赋,She has a talent for music.,她有音乐天赋。,,[ˈtælənt],[ˈtælənt],stage::third-party-primary,002431,68f32865babec46a52e3024a75d8391c4e2c8d8f999c77c0b70fb0787c6b0a84,model-curated-pending-review,third-party-learner-content-v1
KV002764,new-third-party-stable,talent show,才艺表演；选秀节目,才艺表演；选秀节目,Our school has a talent show every year.,我们学校每年都有才艺表演。,,,,stage::third-party-primary,002729,8e583d15d9e91bea98d609728ae6ea3204da0d04742d6ee1543f35d08f72e46b,model-curated-pending-review,third-party-learner-content-v1
KV002765,new-third-party-stable,talk to,和……交谈；对……说话,和……交谈；对……说话,I need to talk to my teacher.,我需要和老师谈一谈。,,,,stage::third-party-primary,002730,96d639a9fdb08549c754b3f5d13abaa8af25b1b7a6439590badeab5edc9ebae7,model-curated-pending-review,third-party-learner-content-v1
KV002766,new-third-party-stable,tallest,最高的；最高个的,最高的；最高个的,Tom is the tallest boy in our class.,汤姆是我们班最高的男孩。,,[tɔlɪst],[tɔːlɪst],stage::third-party-primary,001726,ab362bc118fd74adca81c266f703fa7e9e0bfef15fc9558c8f0a8aafd8f109be,model-curated-pending-review,third-party-learner-content-v1
KV002767,new-third-party-stable,tangyuan,汤圆,汤圆,We eat tangyuan at the Lantern Festival.,我们元宵节吃汤圆。,,,,stage::third-party-primary,002432,a980cc8d778e8cb73db6acc34052aa19d724b3e4f59ac4fc6caa42725976cb22,model-curated-pending-review,third-party-learner-content-v1
KV002768,new-third-party-stable,tap,水龙头,水龙头,Turn off the tap after washing your hands.,洗完手后关掉水龙头。,,[tæp],[tæp],stage::third-party-primary,001727,73d50c30407ed302d2cce47d6845a333cb5a9d882a6d11e5da4bcd5d9e9f80db,model-curated-pending-review,third-party-learner-content-v1
KV002769,new-third-party-stable,tape,胶带,胶带,Use tape to fix the torn paper.,用胶带把撕破的纸粘好。,,[teɪp],[teɪp],stage::third-party-primary,001728,a9466993e094db09e3c67d6b70ad0c80ecb1cfcfba7acb36fc9e08bd7937e827,model-curated-pending-review,third-party-learner-content-v1
KV002770,new-third-party-stable,taste,尝；品尝,尝；品尝,Taste the soup and tell me what you think.,尝一尝汤然后告诉我你的感觉。,,[teɪst],[teɪst],stage::third-party-primary,001434,e1aa605d57b6ed563dc58479de56aa8ebd13bae505dbd3242a3ba5da25cc157c,model-curated-pending-review,third-party-learner-content-v1
KV002771,new-third-party-stable,tasty,美味的；可口的,美味的；可口的,These dumplings are very tasty.,这些饺子很美味。,,[ˈteɪsti],[ˈteɪsti],stage::third-party-primary,001729,fd65c7ed8dc080b5ed0ceddedc18d4136e0c9888005138931e49f6863b21a947,model-curated-pending-review,third-party-learner-content-v1
KV002772,new-third-party-stable,taxi,出租车,出租车,We took a taxi to the airport.,我们乘出租车去了机场。,,[ˈtæksi],[ˈtæksi],stage::third-party-primary,000856,d4a410ac0df45b99d8f341c3d97e19ed6f6e61d64995c08bf67bb2a10a78c4ef,model-curated-pending-review,third-party-learner-content-v1
KV002773,new-third-party-stable,tea party,茶会；茶话会,茶会；茶话会,We had a small tea party in the garden.,我们在花园里举行了一个小茶会。,,,,stage::third-party-primary,002731,87eb77451575f72e6ca2ba96681fd394bb0e0133236f803a3aa9b99d7f6f3754,model-curated-pending-review,third-party-learner-content-v1
KV002774,new-third-party-stable,teacher's desk,讲台；讲桌,讲台；讲桌,The books are on the teacher's desk.,书在讲台上。,,,,stage::third-party-primary,002841,f70b8a832b791be6e6939534c062078300bae4a516e0cf168ed57d9dbee1bf4c,model-curated-pending-review,third-party-learner-content-v1
KV002775,new-third-party-stable,teacher's office,教师办公室,教师办公室,Our teacher is in the teacher's office.,我们的老师在教师办公室。,,,,stage::third-party-primary,002842,b88b31b55ffba9e612fc8d9a5ee78ec4383ff818e8d4e295f7f082961769dd50,model-curated-pending-review,third-party-learner-content-v1
KV002776,new-third-party-stable,teachers' office,教师办公室,教师办公室,The teachers' office is beside the library.,教师办公室在图书馆旁边。,,,,stage::third-party-primary,001493,ed7d880d92b3e6ab9a907fa7c8229116b988e9cc148cae0504ff33fa947ece63,model-curated-pending-review,third-party-learner-content-v1
KV002777,new-third-party-stable,teachers' room,教师办公室；教师休息室,教师办公室；教师休息室,The teachers' room is on the second floor.,教师办公室在二楼。,,,,stage::third-party-primary,002732,52aed71652775097c389ae1d4f73e4a8815cc6e860caa33698741b9c0ffc617d,model-curated-pending-review,third-party-learner-content-v1
KV002778,new-third-party-stable,teddy bear,泰迪熊；玩具熊,泰迪熊；玩具熊,The little boy sleeps with a teddy bear.,小男孩抱着泰迪熊睡觉。,,[ˈtedi beə(r)],[ˈtedi ber],stage::third-party-primary,001494,daf0980d2e002782900af1b745bc827a110694d288b0f581a1d0ef89b187cb48,model-curated-pending-review,third-party-learner-content-v1
KV002779,new-third-party-stable,teeth,牙齿（tooth 的复数）,牙齿（tooth 的复数）,Brush your teeth twice a day.,每天刷两次牙。,,[tiːθ],[tiːθ],stage::third-party-primary,001293,2e6c48aab5165230843671396a81fb669c433422611011d4da8654fe4bac6015,model-curated-pending-review,third-party-learner-content-v1
