NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV001535,new-third-party-stable,cotton,棉；棉花,棉；棉花,This shirt is made of cotton.,这件衬衫是棉制的。,,[ˈkɒtn],[ˈkɑːtn],stage::third-party-primary,002009,8f9afdbb890a3c822656373aeaad7803100e0e4a17b84f6af30517df02628a5c,model-curated-pending-review,third-party-learner-content-v1
KV001536,new-third-party-stable,count,数；计数,数；计数,Can you count the stars?,你能数一数这些星星吗？,,[kaʊnt],[kaʊnt],stage::third-party-primary,000983,328712f7bbb64e2bc4e8d92afd1ada6962e4a0ae2adbf333f7ef154511535270,model-curated-pending-review,third-party-learner-content-v1
KV001537,new-third-party-stable,count to ten,数到十,数到十,Close your eyes and count to ten.,闭上眼睛数到十。,,[kaʊnt tu ten],[kaʊnt tu ten],stage::third-party-primary,002795,e7d593bb907330918035c25299abc2592fd161184a0abbe4d43a2850f0f48e8f,model-curated-pending-review,third-party-learner-content-v1
KV001538,new-third-party-stable,cover,覆盖；遮盖,覆盖；遮盖,Clouds cover the top of the mountain.,云遮住了山顶。,,[ˈkʌvə(r)],[ˈkʌvər],stage::third-party-primary,002010,ab9da16c9371069a8cb3b4afddcf98636ca73ce67156146cf5bd16c48c2c67a2,model-curated-pending-review,third-party-learner-content-v1
KV001539,new-third-party-stable,cowboy,牛仔,牛仔,The cowboy rode across the field.,牛仔骑马穿过田野。,,[ˈkaʊbɔɪ],[ˈkaʊbɔɪ],stage::third-party-primary,002011,d3ff7414fa85013180b4da034bfe37e8ea08af07c76b6dbbb4b605338611efa1,model-curated-pending-review,third-party-learner-content-v1
KV001540,new-third-party-stable,cowboy hat,牛仔帽,牛仔帽,He wore a brown cowboy hat.,他戴着一顶棕色牛仔帽。,,[ˈkaʊbɔɪ hæt],[ˈkaʊbɔɪ hæt],stage::third-party-primary,002541,bd31d56d948e79b21e3a43006606f6052e459484ff4ad95553c2e38e6da962d6,model-curated-pending-review,third-party-learner-content-v1
KV001541,new-third-party-stable,craft,工艺；手艺,工艺；手艺,Paper cutting is a traditional craft.,剪纸是一种传统工艺。,,[krɑːft],[kræft],stage::third-party-primary,001575,c293c35454af93d0c86bd4de0059643d51a31e19dcd95c3afde331df1de9efbb,model-curated-pending-review,third-party-learner-content-v1
KV001542,new-third-party-stable,craftsman,工匠；手艺人,工匠；手艺人,The craftsman made the chair by hand.,工匠手工做了这把椅子。,,[ˈkrɑːftsmən],[ˈkræftsmən],stage::third-party-primary,002012,2211d2d501a037abae14ceec1812004799fd01026c540743157e5f6b2923b8a5,model-curated-pending-review,third-party-learner-content-v1
KV001543,new-third-party-stable,crash,碰撞；撞车,碰撞；撞车,Two cars were in a crash.,两辆车发生了碰撞。,,[kræʃ],[kræʃ],stage::third-party-primary,001576,a48041bb70b2ddabe6ce59d9456448bec038f31317fd708b267fba68e2ec9c85,model-curated-pending-review,third-party-learner-content-v1
KV001544,new-third-party-stable,crazy,疯狂的；着迷的,疯狂的；着迷的,My brother is crazy about basketball.,我哥哥非常着迷篮球。,,[ˈkreɪzi],[ˈkreɪzi],stage::third-party-primary,002013,97c57abf92d7b6c38b02c23d815191d0e602aad5a718f8af119276ebee336fdd,model-curated-pending-review,third-party-learner-content-v1
KV001545,new-third-party-stable,crisp,薯片；炸薯片,薯片；炸薯片,I ate a crisp from the bag.,我从袋子里吃了一片薯片。,,[krɪsp],[krɪsp],stage::third-party-primary,002014,37f2a08d7f2a35cda62bac0659dcb05eab2bcc0bf59ff118cd5b76c93ce79652,model-curated-pending-review,third-party-learner-content-v1
KV001546,new-third-party-stable,croak,呱呱叫；呱呱叫声,呱呱叫；呱呱叫声,We heard a frog croak by the pond.,我们听见池塘边青蛙呱呱叫。,,[krəʊk],[kroʊk],stage::third-party-primary,002015,b0290d30c095ab23679439cb3fac5cd00d1106fb759b316ff51a4a5e821c9be6,model-curated-pending-review,third-party-learner-content-v1
KV001547,new-third-party-stable,crocodile,鳄鱼,鳄鱼,A crocodile was resting by the river.,一只鳄鱼正在河边休息。,,[ˈkrɒkədaɪl],[ˈkrɑːkədaɪl],stage::third-party-primary,001333,c12dc4e88e86725b7ee8de4f36b716fe68882b2e9c374ffaf48c8cfaf131d6da,model-curated-pending-review,third-party-learner-content-v1
KV001548,new-third-party-stable,crop,农作物；庄稼,农作物；庄稼,Rice is an important crop here.,水稻是这里重要的农作物。,,[krɒp],[krɑːp],stage::third-party-primary,002016,0b853063b28a9b09053e8e4218f35c1f310cc6ff71fb9e6233533c87559214c6,model-curated-pending-review,third-party-learner-content-v1
KV001549,new-third-party-stable,cross,穿过；横过,穿过；横过,Look both ways before you cross the road.,过马路前要看两边。,,[krɒs],[krɔːs],stage::third-party-primary,000871,7d3e8143c1d736fa8ad4455c1e7d39402c3f1c9165ce171db8bcce7e8c01d0b1,model-curated-pending-review,third-party-learner-content-v1
KV001550,new-third-party-stable,crossing,十字路口；交叉路口,十字路口；交叉路口,Turn left at the next crossing.,在下一个十字路口左转。,,[ˈkrɒsɪŋ],[ˈkrɔːsɪŋ],stage::third-party-primary,001227,0a5a48bf2f9a21d913f4a77fd519cfc2604a5dd67c5f5f8e0091e170aa428683,model-curated-pending-review,third-party-learner-content-v1
KV001551,new-third-party-stable,crowd,人群,人群,A large crowd waited outside the stadium.,一大群人在体育馆外等候。,,[kraʊd],[kraʊd],stage::third-party-primary,002018,a525712604053ed3dd98b0313ca602198959158a428151a5f7ff720ecfb85887,model-curated-pending-review,third-party-learner-content-v1
KV001552,new-third-party-stable,crowded,拥挤的,拥挤的,The bus was very crowded this morning.,今天早上公交车很拥挤。,,[ˈkraʊdɪd],[ˈkraʊdɪd],stage::third-party-primary,002019,272953cec47f320c948fa9bb443c4aa3b717e08ca70dc028545d5979cba2168b,model-curated-pending-review,third-party-learner-content-v1
KV001553,new-third-party-stable,crown,王冠,王冠,The king wore a golden crown.,国王戴着一顶金色王冠。,,[kraʊn],[kraʊn],stage::third-party-primary,002020,39b546972afe6b199aaa138a026991a4f2b8328bbaabf5a1d719edd2c67982df,model-curated-pending-review,third-party-learner-content-v1
KV001554,new-third-party-stable,crutch,拐杖,拐杖,He used a crutch after hurting his leg.,他腿受伤后用拐杖走路。,,[krʌtʃ],[krʌtʃ],stage::third-party-primary,002021,94096f1c472eaec9f3b15a72b20a9345f775abfe41b66e16507936dc93a5f0a7,model-curated-pending-review,third-party-learner-content-v1
KV001555,new-third-party-stable,cucumber,黄瓜,黄瓜,I put cucumber in the salad.,我在沙拉里放了黄瓜。,,[ˈkjuːkʌmbə(r)],[ˈkjuːkʌmbər],stage::third-party-primary,001577,be1e25bc13def5dc7fc3b2f7d0976b3ea69a1e200ee9097aa025c14386f27a49,model-curated-pending-review,third-party-learner-content-v1
KV001556,new-third-party-stable,culture,文化,文化,Food is an important part of culture.,食物是文化的重要组成部分。,,[ˈkʌltʃə(r)],[ˈkʌltʃər],stage::third-party-primary,002022,d9d20b9ad5b625fd26ec88e0e8e3c234b71c66872089725647db9487a30b9379,model-curated-pending-review,third-party-learner-content-v1
KV001557,new-third-party-stable,cup,杯子,杯子,I poured some water into a cup.,我往杯子里倒了一些水。,,[kʌp],[kʌp],stage::third-party-primary,000946,2ce5ca57b428c86c739c837a1b1f668421734a9cc5a4ad4bc5914a904bdbde20,model-curated-pending-review,third-party-learner-content-v1
KV001558,new-third-party-stable,cupboard,碗柜；食橱,碗柜；食橱,The plates are in the cupboard.,盘子在碗柜里。,,[ˈkʌbəd],[ˈkʌbərd],stage::third-party-primary,002023,bf3e9be656b4a6cb77d4cf3efaa2114f427123ff38ee204802aee7e6a2c82966,model-curated-pending-review,third-party-learner-content-v1
KV001559,new-third-party-stable,curtain,窗帘,窗帘,Please close the curtain before bed.,睡觉前请拉上窗帘。,,[ˈkɜːt(ə)n],[ˈkɜːrtn],stage::third-party-primary,002025,9494c51982d89c6924e9f4192bd1a1fb6e8bce8653da5e438ca3169293751b16,model-curated-pending-review,third-party-learner-content-v1
KV001560,new-third-party-stable,cushion,垫子；靠垫,垫子；靠垫,There is a soft cushion on the chair.,椅子上有一个柔软的靠垫。,,[ˈkʊʃn],[ˈkʊʃn],stage::third-party-primary,002026,8cc7e7a7742a7f7c3b4909f125048f3af2fea15f10996bcab93a1685617ec01c,model-curated-pending-review,third-party-learner-content-v1
KV001561,new-third-party-stable,cut,伤口；割伤,伤口；割伤,He has a small cut on his finger.,他的手指上有一个小伤口。,,[kʌt],[kʌt],stage::third-party-primary,001578,41fa9aa27c1c9e90a8a1d000c524e96c13c570ec7412038d984e415beb6cf22a,model-curated-pending-review,third-party-learner-content-v1
KV001562,new-third-party-stable,cut,切；割,切；割,Please cut the apple in half.,请把苹果切成两半。,,[kʌt],[kʌt],stage::third-party-primary,001012,976f9e3e131d4d890f5f0aca1e984ac69aa4d98ef466ffc3a1ab04a127492b5f,model-curated-pending-review,third-party-learner-content-v1
