NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV002435,new-third-party-stable,racing car,赛车,赛车,The racing car went around the track quickly.,赛车快速绕着赛道行驶。,,,,stage::third-party-primary,002675,48afae4193a16e65faca936902c0e1c963f2b0b97b11dc9424981c74c7b6f3e4,model-curated-pending-review,third-party-learner-content-v1
KV002436,new-third-party-stable,radio,收音机；无线电,收音机；无线电,Grandpa listens to the radio every morning.,爷爷每天早上听收音机。,,[ˈreɪdiəʊ],[ˈreɪdioʊ],stage::third-party-primary,001194,51a1ac2fd03b4acfcfbea53ae1549ef3c05d2640d46f8a7b84797e2a0b00fbb2,model-curated-pending-review,third-party-learner-content-v1
KV002437,new-third-party-stable,railway,铁路；铁道,铁路；铁道,The railway runs through the mountains.,铁路穿过群山。,,[ˈreɪlweɪ],[ˈreɪlweɪ],stage::third-party-primary,002315,bfdd1ac1aa4f3baf722743de1357cadaa54bcf10350a229749bb7dd823ee43a0,model-curated-pending-review,third-party-learner-content-v1
KV002438,new-third-party-stable,railway museum,铁路博物馆,铁路博物馆,We saw old trains at the railway museum.,我们在铁路博物馆看到了老火车。,,,,stage::third-party-primary,002676,a8aa245e4b873c06036d07343b2c68f385866c79d7e92fb7753ce569b5455903,model-curated-pending-review,third-party-learner-content-v1
KV002439,new-third-party-stable,railway station,火车站,火车站,We met at the railway station.,我们在火车站见面。,,,,stage::third-party-primary,002677,21b648db1b26f84904d0775f9e6c772f42e04294612776ae9ea5d3bc82fd7477,model-curated-pending-review,third-party-learner-content-v1
KV002440,new-third-party-stable,rain boots,雨鞋,雨鞋,Wear your rain boots in the wet garden.,在湿漉漉的花园里穿上雨鞋。,,,,stage::third-party-primary,002678,f030e3804c2e8a1db8f1a9851df5adc3f4cff8f0bdb3481d33f62dd191e69d4e,model-curated-pending-review,third-party-learner-content-v1
KV002441,new-third-party-stable,rainbow,彩虹,彩虹,A rainbow appeared after the rain.,雨后出现了一道彩虹。,,[ˈreɪnbəʊ],[ˈreɪnboʊ],stage::third-party-primary,001677,0ab49738e6d2cbbedea9200a2ef9c94d75e55d53a7a25caba152d12ec6eac3b7,model-curated-pending-review,third-party-learner-content-v1
KV002442,new-third-party-stable,raise,举起；升起,举起；升起,Please raise your hand if you know the answer.,如果你知道答案请举手。,,[reɪz],[reɪz],stage::third-party-primary,001678,cc759f647e9bf5cefc6f58e8135330e41b32f295a86d199c69a1449a5a6ac376,model-curated-pending-review,third-party-learner-content-v1
KV002443,new-third-party-stable,ranger,护林员；公园管理员,护林员；公园管理员,The ranger showed us the forest trail.,护林员给我们指了森林小路。,,[ˈreɪndʒə(r)],[ˈreɪndʒər],stage::third-party-primary,002316,e1655c29c2d64080aa702be1ae946e404e3e86d5f459ac1c8e8c8bf0f2f00b5e,model-curated-pending-review,third-party-learner-content-v1
KV002444,new-third-party-stable,rat,老鼠；大老鼠,老鼠；大老鼠,A rat ran behind the boxes.,一只大老鼠跑到了箱子后面。,,[ræt],[ræt],stage::third-party-primary,001412,78ef5845368440acfb433f9305a777e6d1643e32e93d9855ba5723937dfcf2de,model-curated-pending-review,third-party-learner-content-v1
KV002445,new-third-party-stable,reach,到达；够到,到达；够到,We will reach the station before noon.,我们会在中午前到达车站。,,[riːtʃ],[riːtʃ],stage::third-party-primary,002317,9ac7189cd4ae416940e6b4c1e4d60939832bdcdc341cc2e27803a98488479063,model-curated-pending-review,third-party-learner-content-v1
KV002446,new-third-party-stable,real,真实的；真正的,真实的；真正的,Is this a real diamond?,这是一颗真正的钻石吗？,,[ˈriːəl; rɪəl],[ˈriːəl],stage::third-party-primary,001680,ad04be8494c6f75e1625dd9fdb98fa40bfae4469a65d41585472ab4c7d090f14,model-curated-pending-review,third-party-learner-content-v1
KV002447,new-third-party-stable,receive,收到；接收,收到；接收,I received a letter from my cousin.,我收到了一封表哥的来信。,,[rɪˈsiːv],[rɪˈsiːv],stage::third-party-primary,001681,bf74271f741c1485103a4ada8ef3e351d9c78eb7ba35eaaff215b1fa8b490b59,model-curated-pending-review,third-party-learner-content-v1
KV002448,new-third-party-stable,recipe,食谱；烹饪方法,食谱；烹饪方法,This recipe is easy to follow.,这个食谱很容易照着做。,,[ˈresəpi],[ˈresəpi],stage::third-party-primary,002318,a6c3fd3f9f57e0d6eb381594a535705d1871f09a5fe6928e6d182f320454f4e5,model-curated-pending-review,third-party-learner-content-v1
KV002449,new-third-party-stable,recorder,直笛,直笛,She plays the recorder in music class.,她在音乐课上吹直笛。,,[rɪˈkɔːdə(r)],[rɪˈkɔːrdər],stage::third-party-primary,002319,758e1b5deae17210227b48f447a861da0f48c72ae4fa76cb8c4087d6d3ab078c,model-curated-pending-review,third-party-learner-content-v1
