NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV002835,new-third-party-stable,timing,时机；时间安排,时机；时间安排,Good timing helped us catch the bus.,合适的时间安排让我们赶上了公交车。,,[ˈtaɪmɪŋ],[ˈtaɪmɪŋ],stage::third-party-primary,002441,0488712394bdfab34395f0e9c60b3dc5e27310d2d60d5b06b6acc200adb758e8,model-curated-pending-review,third-party-learner-content-v1
KV002836,new-third-party-stable,tin can,铁皮罐；金属罐,铁皮罐；金属罐,We put the empty tin can in the recycling bin.,我们把空铁皮罐放进了回收箱。,,[ˌtɪn ˈkæn],[ˌtɪn ˈkæn],stage::third-party-primary,002742,2698be21ba9dc9278526e96d443a2e8ab5ac19560b6e27a7cf5b77a29b8e8b37,model-curated-pending-review,third-party-learner-content-v1
KV002837,new-third-party-stable,tire,轮胎,轮胎,My bike has a flat tire.,我的自行车轮胎瘪了。,,[ˈtaɪə(r)],[ˈtaɪər],stage::third-party-primary,002442,e92c2e16063ca8936e528bbbe83e9a42a28ef8d22406de99155b0d6c6db99e73,model-curated-pending-review,third-party-learner-content-v1
KV002838,new-third-party-stable,to go,外带；打包带走,外带；打包带走,I would like this sandwich to go.,这个三明治我要打包带走。,,,,stage::third-party-primary,001827,9441edb15d2336cc45d9932ecf2194ac589cb1034a47e08b2776fb5172c5be42,model-curated-pending-review,third-party-learner-content-v1
KV002839,new-third-party-stable,toast,吐司；烤面包片,吐司；烤面包片,I had toast and milk for breakfast.,我早餐吃了吐司喝了牛奶。,,[təʊst],[toʊst],stage::third-party-primary,002443,266906d679fd4ed573fe2b13b1295d06ed184cae3f57b948e3bb11da9a255396,model-curated-pending-review,third-party-learner-content-v1
KV002840,new-third-party-stable,toe,脚趾,脚趾,I hurt my toe on the chair.,我的脚趾撞到了椅子。,,[təʊ],[toʊ],stage::third-party-primary,001737,31ab0976612425bba1eaa5eaa190f1cd007999dee165af485cbc61eb7cdcaca2,model-curated-pending-review,third-party-learner-content-v1
KV002841,new-third-party-stable,tofu,豆腐,豆腐,We had tofu and vegetables for dinner.,我们晚饭吃了豆腐和蔬菜。,,[ˈtəʊfuː],[ˈtoʊfuː],stage::third-party-primary,002444,4c255921a11e36153c4c0b1f2f270e3925cd58ca6029b416d285617d399a13e5,model-curated-pending-review,third-party-learner-content-v1
KV002842,new-third-party-stable,Tokyo,东京（日本首都）,东京（日本首都）,Tokyo has many busy train stations.,东京有许多繁忙的火车站。,,[ˈtəʊkiəʊ],[ˈtokɪo],stage::third-party-primary,001738,4a58076e0e773278b3d58d798c978ad11eac2ca333758e75973fb0f4f3e4945f,model-curated-pending-review,third-party-learner-content-v1
KV002843,new-third-party-stable,tomb,坟墓；陵墓,坟墓；陵墓,The ancient king was buried in the tomb.,那位古代国王被埋葬在陵墓中。,,[tuːm],[tuːm],stage::third-party-primary,002445,2c6fc57c2953137d7a5a5bf1810582d4729b9ed0dcc7892806c769a64f5af93d,model-curated-pending-review,third-party-learner-content-v1
KV002844,new-third-party-stable,tonight,今晚,今晚,We will watch a movie tonight.,我们今晚要看一部电影。,,[təˈnaɪt],[təˈnaɪt],stage::third-party-primary,001109,b798c268e7ac0c4a2cf8e42b1502a8cb74588fa3564f014531ce76066694ff51,model-curated-pending-review,third-party-learner-content-v1
KV002845,new-third-party-stable,tool,工具,工具,A hammer is a useful tool.,锤子是一种有用的工具。,,[tuːl],[tuːl],stage::third-party-primary,002446,2193ea0551333a66268f7d7a2b5f7f63972ab776f32c7f162a06d08e801bdf63,model-curated-pending-review,third-party-learner-content-v1
KV002846,new-third-party-stable,toothless,无牙的,无牙的,The old dog is almost toothless.,那只老狗几乎没有牙齿了。,,[ˈtuːθləs],[ˈtuːθləs],stage::third-party-primary,002447,32ccfe533308ab43020bbca65d7d9ec9cb1af6e2571c7aa709a770c4c831cafc,model-curated-pending-review,third-party-learner-content-v1
KV002847,new-third-party-stable,topic,主题；题目,主题；题目,Today's topic is healthy food.,今天的主题是健康食物。,,[ˈtɒpɪk],[ˈtɑːpɪk],stage::third-party-primary,002448,70822e6e09201b019bf266ed90995aa3803e7324d1be71e8d16ca11a9e7b9caf,model-curated-pending-review,third-party-learner-content-v1
KV002848,new-third-party-stable,tortoise,乌龟；陆龟,乌龟；陆龟,The tortoise moved slowly across the path.,陆龟慢慢地爬过小路。,,[ˈtɔːtəs],[ˈtɔːrtəs],stage::third-party-primary,001741,6a71eef82a20489c269da346e7d16dfa5b3ddc5368b03995b9d9a9104960ace0,model-curated-pending-review,third-party-learner-content-v1
KV002849,new-third-party-stable,touch,触摸；碰,触摸；碰,Please do not touch the hot pan.,请不要碰这个热锅。,,[tʌtʃ],[tʌtʃ],stage::third-party-primary,000901,e55cc0f0941abf0d231a4376ab42f0d129dc7ab70c691515428a160cf7b15d6c,model-curated-pending-review,third-party-learner-content-v1
KV002850,new-third-party-stable,tour guide,导游,导游,Our tour guide showed us around the old town.,导游带我们参观了古镇。,,,,stage::third-party-primary,002743,288c78a7ab5ccf7ba9deb163897c45e0f9187147952d1581155830b3337d3f5f,model-curated-pending-review,third-party-learner-content-v1
KV002851,new-third-party-stable,tourist,游客；旅行者,游客；旅行者,Many tourists visit the Great Wall each year.,每年有很多游客参观长城。,,[ˈtʊərɪst],[ˈtʊrɪst],stage::third-party-primary,001439,278bac883f617cb96fe49c3aa2574440a7f8678b4fa1e0515f8a42174c91ad28,model-curated-pending-review,third-party-learner-content-v1
KV002852,new-third-party-stable,tourist office,旅游咨询处,旅游咨询处,We got a city map at the tourist office.,我们在旅游咨询处拿了一张城市地图。,,,,stage::third-party-primary,002744,ee3a4c9de5884974dce6cbdb859aebd39ffa637910de484dfe9b6d7c722b09f7,model-curated-pending-review,third-party-learner-content-v1
KV002853,new-third-party-stable,towel,毛巾,毛巾,Dry your hands with this towel.,用这条毛巾擦干手。,,[ˈtaʊəl],[ˈtaʊəl],stage::third-party-primary,002449,b0c6b2535cbdda833860063c0df82ec2c94eabcda658a4f927bf8270f7aa1339,model-curated-pending-review,third-party-learner-content-v1
KV002854,new-third-party-stable,tower,塔；塔楼,塔；塔楼,We climbed to the top of the tower.,我们爬到了塔顶。,,[ˈtaʊə(r)],[ˈtaʊər],stage::third-party-primary,001440,a5db0bb120edb77641152957e5f2e03fb81c9598f4cd4829ac89f08e2e74d5b8,model-curated-pending-review,third-party-learner-content-v1
KV002855,new-third-party-stable,town,"城镇,市镇","城镇,市镇",My grandparents live in a small town.,我的爷爷奶奶住在一个小镇上。,,[taʊn],[taʊn],stage::third-party-primary,001049,76d2b9ef06f91f0cf1c5dfe5b00d65efa0eb20ae962795afe08748995596d765,model-curated-pending-review,third-party-learner-content-v1
KV002856,new-third-party-stable,toy bear,玩具熊,玩具熊,The baby sleeps with a toy bear.,宝宝抱着玩具熊睡觉。,,,,stage::third-party-primary,002745,9f0ef611634a0b8aceeb375b2100c4d3f024004c7a0ba18f5c64c4cb155b4372,model-curated-pending-review,third-party-learner-content-v1
KV002857,new-third-party-stable,toy car,玩具汽车；玩具车,玩具汽车；玩具车,My little brother has a red toy car.,我的弟弟有一辆红色玩具车。,,,,stage::third-party-primary,001496,9492925120602a87971cedee881cc71d45c25d353b61f1d3e4ee050cef107b0e,model-curated-pending-review,third-party-learner-content-v1
KV002858,new-third-party-stable,toy shop,玩具店,玩具店,We bought a puzzle at the toy shop.,我们在玩具店买了一个拼图。,,[tɔi ʃɔp],[tɔɪ ʃɑp],stage::third-party-primary,002746,ed5d4d5a831236ff1b2414e818fc9f13aad128abf8611e407df0d81b7e8a0245,model-curated-pending-review,third-party-learner-content-v1
KV002859,new-third-party-stable,toy train,玩具火车,玩具火车,The toy train goes around the track.,玩具火车沿着轨道转圈。,,,,stage::third-party-primary,002747,c832e8efb8b9db2fc95273b1aeab97df8becd94f9269d2bbe385702306f74f03,model-curated-pending-review,third-party-learner-content-v1
