NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV001435,new-third-party-stable,cat food,猫粮,猫粮,We need to buy some cat food.,我们需要买一些猫粮。,,[kæt fuːd],[kæt fuːd],stage::third-party-primary,002523,14270226b09f1807cf5760929a8202f3f04998d66bca663152587f0b66c26c95,model-curated-pending-review,third-party-learner-content-v1
KV001436,new-third-party-stable,caterpillar,毛毛虫,毛毛虫,The caterpillar is eating a leaf.,毛毛虫正在吃一片叶子。,,[ˈkætəpɪlə(r)],[ˈkætərpɪlər],stage::third-party-primary,001972,d98432348684810c61616fa08dcbdddbbda12fe6c1dd2d9fec08ebf57854e3c4,model-curated-pending-review,third-party-learner-content-v1
KV001437,new-third-party-stable,CD,光盘；激光唱片,光盘；激光唱片,I found an old music CD.,我找到了一张旧音乐光盘。,,[ˌsiː ˈdiː],[ˌsiː ˈdiː],stage::third-party-primary,001078,f6a021dafff743a98b09b63f2885a9470a3ad69d1f7bcc44a595bff515e98fff,model-curated-pending-review,third-party-learner-content-v1
KV001438,new-third-party-stable,CD player,CD 播放器,CD 播放器,This CD player still works well.,这台CD播放器仍然很好用。,,,,stage::third-party-primary,002524,70cdd3179087d9293472341a5eab7b851d839efb5fb2be64499bdffcf0ce0aca,model-curated-pending-review,third-party-learner-content-v1
KV001439,new-third-party-stable,CD-ROM,只读光盘（CD-ROM）,只读光盘（CD-ROM）,The dictionary came on a CD-ROM.,这本词典附带一张只读光盘。,,,,stage::third-party-primary,002525,c4477658834cc0325f646810a284520247ee712886d8fdbc17ea871b668da4da,model-curated-pending-review,third-party-learner-content-v1
KV001440,new-third-party-stable,celebration,庆祝；庆祝活动,庆祝；庆祝活动,We had a small celebration after the game.,比赛后我们举行了一个小小的庆祝活动。,,[ˌselɪˈbreɪʃn],[ˌselɪˈbreɪʃn],stage::third-party-primary,001973,9285924370fbd334acffa3a5b8e634a06343604df16a00002367949f9df5960a,model-curated-pending-review,third-party-learner-content-v1
KV001441,new-third-party-stable,celery,芹菜,芹菜,She added some celery to the soup.,她在汤里加了一些芹菜。,,[ˈseləri],[ˈseləri],stage::third-party-primary,001974,58e01a38b12754378c94e106045ee08358836a7dc5fb0108566470918aaa0d41,model-curated-pending-review,third-party-learner-content-v1
KV001442,new-third-party-stable,cent,分（货币单位）,分（货币单位）,This candy costs fifty cents.,这块糖果五十美分。,,[sent],[sent],stage::third-party-primary,001567,1219f70ad113cf5141bb20ab41211464f462f4bb66b635662c32c2dd8c81d5ad,model-curated-pending-review,third-party-learner-content-v1
KV001443,new-third-party-stable,centimetre,厘米；公分,厘米；公分,The pencil is fifteen centimetres long.,这支铅笔长十五厘米。,,[ˈsentɪmiːtə(r)],[ˈsentɪmiːtər],stage::third-party-primary,001058,7b1da0d84a4eeac091c593716fe6fb372a7947d874be66f2a7a47d1c1955d68f,model-curated-pending-review,third-party-learner-content-v1
KV001444,new-third-party-stable,certainly,当然；肯定地,当然；肯定地,I can certainly help you.,我当然可以帮助你。,,[ˈsɜːt(ə)nli],[ˈsɜːrtnli],stage::third-party-primary,001975,51f08596686b90821aa8c1dc219e73575c7001608234e189bccad66a5cec20b3,model-curated-pending-review,third-party-learner-content-v1
